case_id,HHID,gardenid,ag_b202,ag_b203_1a,ag_b203_1b,ag_b203_2,ag_b205,ag_b206,ag_b206a,ag_b206b__0,ag_b206b__1,ag_b206b__2,ag_b206b__3,ag_b206c,ag_b206d__0,ag_b206d__1,ag_b208a,ag_b208a_oth,ag_b208b,ag_b208c,ag_b208c_oth,ag_b208d,ag_b209a,ag_b209b,ag_b212,ag_b212_oth,ag_b213__0,ag_b213__1,ag_b213_1__0,ag_b213_1__1,ag_b214,ag_b214_oth,ag_b216a,ag_b216a_oth,ag_b216b,ag_b216c,ag_b216c_oth,ag_b216d,ag_b217a,ag_b217b,ag_b220,ag_b220_oth
308066600065,8174c6212cf649488e06d816798893b6,RG04,1,1,,2014,10000,3000,YES,1,2,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600107,50dabb077a8544499c6730ce8825c1ea,RG01,1,,,1990,5000000,32000,YES,1,3,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600107,50dabb077a8544499c6730ce8825c1ea,RG02,1,,,1999,1500000,70000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600107,50dabb077a8544499c6730ce8825c1ea,RG03,1,,,1999,700000,120000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600111,ee4263b70b7c44bca3b3cb53db53c79f,RG01,1,1,,2014,15000,4000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600111,ee4263b70b7c44bca3b3cb53db53c79f,RG02,1,1,,2013,80000,7000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600134,62de4c1c127c4cb188b277a707d298cd,RG01,2,1,,2004,100000,4000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600134,62de4c1c127c4cb188b277a707d298cd,RG02,2,1,,1995,100000,4000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600134,62de4c1c127c4cb188b277a707d298cd,RG03,2,1,,1995,50000,3000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600167,a435e5bd37394b9f99d7f39cd425f37e,RG01,1,,,9999,200000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600204,f6c5db49d87a41b0969af0a64bafec17,RG02,1,1,,2000,300000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600255,8ab161b81a864be3924e44847bc941f3,RG01,3,,,9999,800000,15000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600255,8ab161b81a864be3924e44847bc941f3,RG02,3,,,9999,500000,10000,YES,3,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600268,dd39b367d1be447789e70446e1f58182,RG01,1,1,,1999,200000,2000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600268,dd39b367d1be447789e70446e1f58182,RG02,1,1,,1999,200000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600276,8ca29c1b5778401194eed97b1f05fe60,RG01,1,1,,2011,90000,3000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600276,8ca29c1b5778401194eed97b1f05fe60,RG02,1,1,,2011,100000,3500,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600284,2feede0717a540a590dced7d04566a5c,RG01,1,2,,1975,300000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600284,2feede0717a540a590dced7d04566a5c,RG02,1,2,,1955,250000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Gave out for free,,,,,,,,,,,
308066600284,2feede0717a540a590dced7d04566a5c,RG03,1,2,,1950,15000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600354,e392def18f6e40c8a571d708abd9f74d,RG01,1,3,,1990,300000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066600354,e392def18f6e40c8a571d708abd9f74d,RG02,1,4,,9999,200000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610030,4c659e592f5b497d9b0b2f574479aa4a,RG02,2,1,,9999,150000,13000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610030,4c659e592f5b497d9b0b2f574479aa4a,RG03,1,2,,2005,250000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610037,aaf2a36ea0114541bb066995ee81967a,RG02,1,,,,,,,,,,,,,,,,,,,,10000,10000,Rainy Season,,1,,1,,Cultivated,,,,,,,,,,,
308066610037,aaf2a36ea0114541bb066995ee81967a,RG03,1,,,,,,,,,,,,,,,,,,,,13000,13000,Full Year (Rainy &amp; Dimba Seasons),,2,,1,,Cultivated,,,,,,,,,,,
308066610037,aaf2a36ea0114541bb066995ee81967a,RG04,1,,,9999,12000,2000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610041,3c191f4389a74ee4bc273995d246b52c,RG01,2,1,,9999,100000,3000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610041,3c191f4389a74ee4bc273995d246b52c,RG02,2,1,,9999,150000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610041,3c191f4389a74ee4bc273995d246b52c,RG03,2,1,,9999,70000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610042,b8e9728db3d64015b4330fadd848fd7d,RG02,1,2,,1992,50000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610057,7b72232aac574b4f893cae10d23d15fa,RG01,2,1,,2005,100000,1500,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610057,7b72232aac574b4f893cae10d23d15fa,RG02,2,1,,2012,300000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610062,623d1daefa5c44b1ba74dd2688560b93,RG02,2,1,,9999,30000,5000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610065,7f376657f7ee4bc4a250d191208d2747,RG01,1,1,,9999,100000,3000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610065,7f376657f7ee4bc4a250d191208d2747,RG02,1,1,,9999,500000,4000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610065,7f376657f7ee4bc4a250d191208d2747,RG03,1,1,,9999,100000,3000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610102,80dd1a6f2f96455da730c24d924c8c5a,RG01,1,,,1989,50000,3000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610102,80dd1a6f2f96455da730c24d924c8c5a,RG02,1,,,1989,50000,3000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610102,80dd1a6f2f96455da730c24d924c8c5a,RG03,1,,,9999,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610111,4eac74fb7c7d46e7b765a571eca48cf3,RG01,1,1,,9999,400000,200000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610111,4eac74fb7c7d46e7b765a571eca48cf3,RG02,2,1,,9999,350000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610111,4eac74fb7c7d46e7b765a571eca48cf3,RG03,2,1,,9999,400000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610111,4eac74fb7c7d46e7b765a571eca48cf3,RG04,2,1,,9999,500000,25000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610111,4eac74fb7c7d46e7b765a571eca48cf3,RG05,2,1,,9999,200000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610122,cf34eef5ff104cd0967b3cb306906bbd,RG02,2,1,,9999,200000,6000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610122,cf34eef5ff104cd0967b3cb306906bbd,RG05,1,1,,9999,80000,3000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610160,f93241efda8e49e7866df078cf09af52,RG01,2,1,,9999,150000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610160,f93241efda8e49e7866df078cf09af52,RG02,2,1,,9999,200000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610160,f93241efda8e49e7866df078cf09af52,RG03,2,2,,2004,200000,25000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610173,71708065024149b68b437c5b5be44430,RG01,1,1,,9999,50000,2000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610173,71708065024149b68b437c5b5be44430,RG02,1,1,,9999,200000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610173,71708065024149b68b437c5b5be44430,RG03,1,1,,9999,150000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610178,0609c4a496154c629638c8fe8224f363,RG01,1,1,,9999,1000000,35000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610178,0609c4a496154c629638c8fe8224f363,RG02,1,1,,9999,130000,38000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610178,0609c4a496154c629638c8fe8224f363,RG03,1,1,,9999,85000,13000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610178,0609c4a496154c629638c8fe8224f363,RG04,1,1,,9999,67000,12000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610197,06bcc6c81edc48b1a3c177c477c1c683,RG01,1,1,,9999,300000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610197,06bcc6c81edc48b1a3c177c477c1c683,RG02,1,1,,9999,5000000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610197,06bcc6c81edc48b1a3c177c477c1c683,RG03,1,1,,9999,300000,6000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610197,06bcc6c81edc48b1a3c177c477c1c683,RG04,1,1,,9999,300000,6000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610197,06bcc6c81edc48b1a3c177c477c1c683,RG05,1,1,,9999,300000,7500,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610207,35f106cdc9de4197b22c97ab23614ca3,RG01,2,1,,9999,100000,8000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610207,35f106cdc9de4197b22c97ab23614ca3,RG02,2,1,,2013,150000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610208,0ba99659414c4d57b750e1ee6adfb314,RG01,1,1,,9999,100000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066610208,0ba99659414c4d57b750e1ee6adfb314,RG02,1,1,,9999,500000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620005,836d6f5682894e50b815d74e1bb2d2e9,RG02,2,1,,2016,25000,1500,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620006,6d6ef6c0d8454be7ae7335b90a01cad3,RG01,2,1,,9999,100000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620006,6d6ef6c0d8454be7ae7335b90a01cad3,RG02,2,1,,9999,300000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620041,620f769883294a74b620099db2b4af28,RG02,2,1,,2011,200000,12000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620056,4ef07651cb0645d1aed9577195682024,RG02,1,2,,9999,50000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620057,ab61b93040bc408a93726f721d34bed6,RG02,2,1,,9999,250000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620057,ab61b93040bc408a93726f721d34bed6,RG03,2,1,,9999,250000,8000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620057,ab61b93040bc408a93726f721d34bed6,RG04,2,1,,9999,150000,5000,YES,2,,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620070,9f6cfcae037d4b448362d2aa9901729d,RG02,2,,,,,,,,,,,,,,,,,,,,10000,10000,Rainy Season,,2,,1,2,Cultivated,,,,,,,,,,,
308066620092,89951ecf116f4dfaaa2a1a86ff9e8de4,RG02,2,1,,2001,200000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620115,96e3c5046d9f49c58f93d2f6114d6179,RG02,1,1,,2000,2000000,35000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620116,f516597b22614d6aa24dae4105af1641,RG01,2,1,,1992,100000,3000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620116,f516597b22614d6aa24dae4105af1641,RG02,2,,,1992,300000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620205,8d602992ab17420ab2a2fe2970668233,RG02,2,1,,2011,150000,7000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620206,a0e35e40d0d44a6885301f80f7dadd98,RG02,2,1,,9999,400000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620328,ab21d22da2144c879a6bfa04115de945,RG02,2,,,,,,,,,,,,,,,,,,,,15000,15000,Full Year (Rainy &amp; Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,,,
308066620384,66bc4f6f06694facb851490b7bc3207d,RG02,1,1,,9999,150000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620384,66bc4f6f06694facb851490b7bc3207d,RG03,1,2,,9999,100000,9000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308066620467,6fada42c873a4485ac0d9c17b3f0a6f0,RG02,2,1,,2014,90000,60000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630002,3493cda4fa824f8fa7b9464bfd98b955,RG02,1,,,9999,500000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630036,825feb417daf424ab7c8e1a7ce2d0ee9,RG02,1,1,,2010,500000,7000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630094,018c49cda7fc485cab1f0e44ac25f55a,RG01,2,2,,2007,1500000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630094,018c49cda7fc485cab1f0e44ac25f55a,RG02,1,2,,2007,300000,7000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630094,018c49cda7fc485cab1f0e44ac25f55a,RG03,1,1,,2016,50000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630116,c710a1912d394efe8e869618d2593691,RG01,1,,,2014,200000,2000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630116,c710a1912d394efe8e869618d2593691,RG02,1,1,,2015,400000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630116,c710a1912d394efe8e869618d2593691,RG03,1,1,,2015,50000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630156,4c44762d97e647fa99dc9fe971c4040c,RG02,1,1,,1997,100000,6000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630156,4c44762d97e647fa99dc9fe971c4040c,RG03,2,1,,1997,70000,4000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630156,4c44762d97e647fa99dc9fe971c4040c,RG04,2,1,,1997,50000,3000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630156,4c44762d97e647fa99dc9fe971c4040c,RG05,2,1,,1997,60000,10000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630165,c860c1f747ab42adbeacae122163c7ee,RG02,1,2,,2017,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630168,44b270e9f03945c9bc70d121c412f300,RG02,2,1,,2001,200000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630168,44b270e9f03945c9bc70d121c412f300,RG03,2,1,,2001,10000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630191,4931146ccaa9410283528ac673ea9251,RG01,1,,,9999,1000000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630191,4931146ccaa9410283528ac673ea9251,RG02,3,1,,9999,800000,12000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630191,4931146ccaa9410283528ac673ea9251,RG03,3,1,,9999,500000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630264,6ab2721fa65649658726d0c4786dfe6a,RG02,1,2,,9999,150000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630264,6ab2721fa65649658726d0c4786dfe6a,RG03,1,2,,9999,60000,7000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630270,33b2e6cd8c0b4befa94d6c71dc95b457,RG02,2,1,,9999,250000,9000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630270,33b2e6cd8c0b4befa94d6c71dc95b457,RG03,2,1,,9999,350000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630271,2b6ed0856f8148899f870495efb743ac,RG01,1,1,,9999,200000,3000,NO,,,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630295,7d56f327d86e4e11ad58e81a6b9128cc,RG01,1,1,,9999,150000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630295,7d56f327d86e4e11ad58e81a6b9128cc,RG02,1,1,,9999,250000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630295,7d56f327d86e4e11ad58e81a6b9128cc,RG03,1,1,,9999,3000000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630295,7d56f327d86e4e11ad58e81a6b9128cc,RG04,1,1,,9999,90000,7000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630306,0ffc7cb471bd4f5092ea13163f9e1f28,RG02,2,1,,9999,80000,6000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308076630307,92dcda607e4d44b3a5e3419680adb4ed,RG01,2,1,,2012,150000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640006,5d9714d5c95143ed8913096f5b281f3c,RG02,2,2,,9999,200000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640034,fac8b54ee1f3471bb56cf911fcf7197e,RG01,2,1,,9999,200000,1000,YES,1,2,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640034,fac8b54ee1f3471bb56cf911fcf7197e,RG02,2,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,Cultivated,,,,,,,,,,,
308086640047,5f3dc971d5504d1e9a827e7c560aecb4,RG02,1,1,,9999,70000,15000,YES,1,,,,YES,2,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640047,5f3dc971d5504d1e9a827e7c560aecb4,RG03,1,1,,9999,50000,10000,NO,,,,,YES,2,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640061,9a88e24b84ec42f18a921b4115d03a4b,RG01,1,1,,9999,200000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640061,9a88e24b84ec42f18a921b4115d03a4b,RG02,1,1,,9999,40000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640061,9a88e24b84ec42f18a921b4115d03a4b,RG03,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,,,
308086640074,549dfd251faf40998be5f5424c51964e,RG01,1,1,,9999,50000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640074,549dfd251faf40998be5f5424c51964e,RG02,1,1,,9999,70000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640074,549dfd251faf40998be5f5424c51964e,RG03,1,1,,9999,45000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640087,ede87d0923d145da8ed75fed61c8107a,RG01,1,1,,9999,250000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640087,ede87d0923d145da8ed75fed61c8107a,RG02,2,1,,9999,100000,12000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640087,ede87d0923d145da8ed75fed61c8107a,RG03,1,1,,9999,400000,25000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640087,ede87d0923d145da8ed75fed61c8107a,RG04,1,1,,9999,100000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640087,ede87d0923d145da8ed75fed61c8107a,RG05,1,1,,9999,250000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640100,8968ef275def453bbb4436b5edb1d0e1,RG01,1,1,,2012,20000,500,NO,,,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640100,8968ef275def453bbb4436b5edb1d0e1,RG02,1,1,,2012,50000,5000,NO,,,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640113,9ae4284e77074c84a7593e5bcd92db8c,RG02,1,2,,1994,200000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640113,9ae4284e77074c84a7593e5bcd92db8c,RG03,1,2,,1994,200000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640126,961e3e174f4a4df19de05eee3ea6f940,RG02,1,1,,9999,100000,7000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640126,961e3e174f4a4df19de05eee3ea6f940,RG03,1,1,,9999,40000,4000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640153,952d20d595b249cf80653d5048367fd6,RG01,1,1,,9999,50000,2000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640153,952d20d595b249cf80653d5048367fd6,RG02,1,1,,9999,100000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640153,952d20d595b249cf80653d5048367fd6,RG04,1,1,,9999,200000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640179,94c28e2072a2453999df66f9a415d832,RG01,1,1,,9999,5000,2000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640179,94c28e2072a2453999df66f9a415d832,RG02,1,1,,9999,120000,50000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640192,95d25e5d5b7544e9beadf16c2d5f416b,RG01,1,1,,9999,50000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640192,95d25e5d5b7544e9beadf16c2d5f416b,RG02,1,1,,9999,70000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640220,ca642c0d45c74264acd39f59bcb6d812,RG01,1,,,9999,150000,3000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640220,ca642c0d45c74264acd39f59bcb6d812,RG02,2,1,,9999,100000,6000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640220,ca642c0d45c74264acd39f59bcb6d812,RG03,1,1,,9999,150000,8000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640220,ca642c0d45c74264acd39f59bcb6d812,RG04,1,1,,9999,100000,7000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640220,ca642c0d45c74264acd39f59bcb6d812,RG05,1,1,,9999,50000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640246,871bb099c0dd4255a0f273280cdac921,RG01,6,1,,9999,100000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640246,871bb099c0dd4255a0f273280cdac921,RG02,6,1,,2005,300000,30000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640246,871bb099c0dd4255a0f273280cdac921,RG03,6,1,,9999,30000,30000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640272,34f2d312853949b184f2ff8ac7319ad2,RG02,2,2,,2009,40000,7000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
308086640272,34f2d312853949b184f2ff8ac7319ad2,RG03,2,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,Cultivated,,,,,,,,,,,
