HHID,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n10_1,hh_n10_2,hh_n10_2_oth,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n14_oth,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n16_oth,hh_n17,hh_n18,hh_n19,hh_n19_oth,hh_n20a,hh_n20b,hh_n20_oth,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_oth,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26b,hh_n26_oth,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n29_oth,hh_n30a1,hh_n30b1,hh_n30c1,hh_n30d1,hh_n30a2,hh_n30b2,hh_n30c2,hh_n30d2,hh_n30a3,hh_n30b3,hh_n30c3,hh_n30d3,hh_n30a4,hh_n30b4,hh_n30c4,hh_n30d4,hh_n30a5,hh_n30b5,hh_n30c5,hh_n30d5,hh_n30a6,hh_n30b6,hh_n30c6,hh_n30d6,hh_n30a7,hh_n30b7,hh_n30c7,hh_n30d7,hh_n30a8,hh_n30b8,hh_n30c8,hh_n30d8,hh_n31a1,hh_n31b1,hh_n31c1,hh_n31d1,hh_n31a2,hh_n31b2,hh_n31c2,hh_n31d2,hh_n31a3,hh_n31b3,hh_n31c3,hh_n31d3,hh_n32,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h,hh_n41h_oth
f0ea53a7b9ea4098a8e977f3f9522651,1,SELLS ZITENJE,47,2,,Yes,,,2,2,,0,0,,,April,2019,Proceeds from another business,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,LOW,3,3,3,2,2,2,1,2,1,1,,,Lack of cash,,,Yes,,,,,2,2,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,52000,80000,125000,,,,,25000,0,55000,3500,0,0,0,0,0,
f0ea53a7b9ea4098a8e977f3f9522651,2,SELLS SURF,47,2,,Yes,,,2,2,,0,0,,,April,2019,Proceeds from another business,,,Home (outside residence),,,,Final consumers,Othersmall businesses,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,AVERAGE,2,2,2,2,2,2,2,2,2,2,,,Lack of cash,,,Yes,,,,,2,2,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,,,30000,30000,,,5000,0,15000,0,0,0,0,0,0,
f0ea53a7b9ea4098a8e977f3f9522651,3,SELLS DOUGHNUTS,10,2,,Yes,,,2,2,,0,0,,,February,2020,Proceeds from another business,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,2,,,Lack of non-labour inputs,,,Yes,,,,,2,25,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,16500,,,16500,16500,,,10500,5000,0,0,0,0,0,0,0,
f1000d56fbd1498a90ad3201206a5a32,1,BAMBOO SELLING,2,1,,Yes,,,1,1,,0,0,,,July,2019,No start-up capital,,,Home (outside residence),,,,Othersmall businesses,,,NO,NO,NO,NO,YES,Communal land,,,,,,,,,,,,,,,,,1,1,,,,,,,,,Seasonal work,,,Yes,,,,,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,9500,0,0,,,,,9500,0,0,0,0,0,0,0,0,
f1000d56fbd1498a90ad3201206a5a32,2,MANDAZI SELLING,10,2,,Yes,,,2,2,,0,0,,,May,2018,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,LOW,AVERAGE,,,,,AVERAGE,AVERAGE,1,1,2,2,,,,,,,,,Lack of cash,,,Yes,,,,,2,14,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,14000,14000,0,,,,,6000,6000,0,200,0,0,0,0,0,
f103fc277c1b4ee0a9c9cf2041fd2124,1,SELLING PLASTIC PAPERS AND SWEETS,47,1,,No,Not Available During Time in the EA,,2,1,,0,0,,,August,2018,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,HIGH,,,,,,,,,,,,,Other (Specify),,THEBUSINESSSTARTEDINAUGUST,Yes,,,,,1,12,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,60000,,,,,8000,15000,15000,0,55000,3000,0,0,0,0,0,
f10869cbe767434ab5a0bab26ac5b7fb,1,BUYING AND SELLING TOMATO,47,1,,Yes,,,1,1,,0,0,,,August,2018,Own-savings from agriculture,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,AVERAGE,LOW,LOW,,,,,,,,,,,,,,,,,,,Lack of cash,,,No,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,,2200,3800,,,1000,0,3000,0,0,0,0,0,0,
f11db0ef282945f89d7223fb20282d29,1,COOKING AND SELLING FLOURED FISH KANYENYA,45,2,,Yes,,,2,1,2,0,0,,,October,2018,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,AVERAGE,,,LOW,,LOW,LOW,3,,,,,,,,,,,,Not profitable,,,Yes,,,,,2,4,2,5,1,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,,,1000,3000,,,500,1500,0,0,0,0,0,0,0,
f11db0ef282945f89d7223fb20282d29,2,SELLING GROCERIES  IN A SHOP,45,1,,Yes,,,2,1,2,0,0,,,October,2018,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,HIGH,HIGH,1,,,,,,,,,,,,Lack of cash,,,Yes,,,,,2,28,5,7,1,28,5,7,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,25000,,,25000,40000,,,5000,20000,0,0,0,0,0,0,0,
f11db0ef282945f89d7223fb20282d29,3,BURNING AND SELLING CHARCOAL,49,1,2,Yes,,,2,2,,0,0,,,August,2017,No start-up capital,,,Roadside,,,,Final consumers,,,NO,NO,NO,NO,YES,Communal land,,,,,,LOW,HIGH,,,,,,,,,,,,,,,,,,,,Lack of non-labour inputs,,,No,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,11000,5000,,,,,8000,3000,0,0,0,0,0,0,0,
f124d6c00a524b9db306db9d33bacc72,1,SELLING VEGETABLES,49,1,2,Yes,,,1,1,2,0,0,,,October,2018,Own-savings from non-agriculture,Gift from family/friends,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,HIGH,HIGH,LOW,AVERAGE,AVERAGE,LOW,LOW,1,,,,,,,,,,,,Lack of cash,Lack of credit,,Yes,,,,,2,7,4,7,1,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,18000,,,,,15000,17000,0,0,20000,3000,0,0,500,0,0,
f1292fccff984677baf1bb79681fe101,1,BAKING MANDASI,45,1,,Yes,,,1,1,,0,0,,,April,2001,Gift from family/friends,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,LOW,AVERAGE,LOW,LOW,HIGH,HIGH,3,3,3,2,,,,,,,,,Lack of cash,,,No,YES,,,,3,12,4,9,2,12,5,9,1,18,9,10,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,144000,5000,10000,,,,,61600,82400,0,0,0,0,0,0,0,
f13aeb3a908b4b23bddb76eb501103ab,1,SELLING MANDASI,10,2,,Yes,,,2,2,,0,0,,,June,2008,Loan from family/friends,,,Traditional market place,,,,Othersmall businesses,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,AVERAGE,HIGH,3,3,3,3,1,1,1,1,1,1,,,,,,Yes,,,,,2,20,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,,,20000,30000,,,12000,18000,12000,0,0,0,0,0,0,
f13fe4b079824f12819ddf58b9a798e8,1,BUYING AND SELLING CHARCOAL,47,1,,Yes,,,1,1,,0,0,,,December,2005,Loan from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,YES,Purchased from someone else,,,,,,,LOW,LOW,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,3,2,2,1,,,,,,,,,Other (Specify),,OPERATED,Yes,,,,,1,16,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,52000,60000,,,,,20000,0,20000,0,0,0,0,0,0,
f16131072c0e444599940db8369f1fb9,1,SELLING BEER,56,1,,Yes,,,1,1,,0,0,,,May,2013,Gift from family/friends,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,HIGH,LOW,LOW,LOW,AVERAGE,2,2,2,3,,,,,,,,,Own-Illness/Need to care for household members,,,Yes,,,,,1,4,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,14000,,,,,5000,7000,11000,2000,0,0,0,0,0,0,1000,FIREWOOD
f161d116b8f94147a02e91685292affc,1,SELLING STEEL POTS,47,1,,No,Not Available During Time in the EA,,2,1,,0,0,,,June,2015,Own-savings from non-agriculture,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,3,3,3,2,1,2,2,1,1,1,,Lack of cash,Seasonal work,,Yes,,,,,1,21,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,25000,,,,,25000,40000,10000,0,10000,0,0,0,0,0,8000,GROCERIES
f170dd1e90094bcda11dd3d2d1cfaaba,1,SELLING TOMATO,47,1,,Yes,,,1,1,,0,0,,,August,2019,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,Not profitable,,,No,YES,,,,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,,,5000,10000,,,8000,0,0,0,0,0,0,0,2000,
f17e6ee5b275499ea0d1444821d79bf3,1,RUNNING A BUTCHERY,47,1,,No,Not Available During Time in the EA,,2,2,,0,0,,,April,2019,Gift from family/friends,,,Other fixed place,No,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,AVERAGE,3,2,1,2,,,,,,,,,Not profitable,,,Yes,,,,,1,10,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,150000,,,130000,210000,,,40000,110000,0,0,0,0,0,0,0,
f1b8cfc31755451db29a9f6455bc2611,1,01 SELLING CHARCOAL,2,1,,Yes,,,1,1,,3,0,About half,,May,2018,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,YES,Purchased from someone else,,,,AVERAGE,,,,,,,,,,LOW,3,,,,,,,,,,,,Seasonal work,,,Yes,,,,,1,30,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,11,20000,0,,,,0,,,,40000,,,15000,45000,,,21000,12000,16950,2500,0,0,0,0,0,
f1b8cfc31755451db29a9f6455bc2611,2,02 BUILDER(CONSTRUCTION),41,1,,Yes,,,1,1,,2,0,About 25%,,July,2006,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,HIGH,,,AVERAGE,LOW,,,,,,,,,,,,,,,,,,Seasonal work,,,No,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,,,,,14000,26000,26000,0,0,0,0,0,0,0,0,
f1bd96433c0d4318a3cdf8e7989fa484,1,BAKING MANDASI,10,2,,Yes,,,2,2,,0,0,,,January,2018,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,AVERAGE,HIGH,HIGH,AVERAGE,LOW,LOW,LOW,LOW,LOW,,3,2,,,,,,,,,,,Not profitable,,,Yes,,,,,2,20,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,,,15000,25000,,,7000,12000,0,0,0,0,0,0,1000,COUNCILRATES
f1d5d81246804ddfa48d955f679ea37f,1,SELLING CHARCOAL,47,2,,Yes,,,2,2,,0,0,,,April,2019,Gift from family/friends,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,AVERAGE,2,2,,,,,,,,,,,,,,Yes,,,,,2,4,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,,,4000,12500,,,2500,10500,0,0,0,0,0,0,0,
f1d6e9773dbb48a0a2dd200e523e157e,1,COLLECTING AND SELLING FIREWOOD,98,1,,Yes,,,1,1,,0,0,,,November,1998,No start-up capital,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,LOW,AVERAGE,LOW,2,3,3,3,2,2,2,2,,,,,Other (Specify),,BUSYWITHAGRICULTURALACTIVITIES,Yes,,,,,1,4,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,4000,7000,,,,,0,0,0,0,0,0,0,0,1000,FORESTFEE
f1da6da0e538481298a561337c0e9426,1,MAIZE SELLING,47,1,,No,Not Available During Time in the EA,,2,1,,0,0,,,June,2019,Own-savings from agriculture,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,Yes,,,,,1,30,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,45000,22000,45000,,,,,13000,0,0,0,0,0,0,0,0,
f1e3d526813043eca7ea4a8184158a85,1,SELLING  BOTTLES,47,1,,No,Not Available During Time in the EA,,2,1,,0,0,,,August,2019,Loan from family/friends,,,Commercial area shop,No,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,3,3,3,3,3,,,,,,,,No,YES,,,,1,4,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,140000,,,,,140000,140000,24000,0,80000,36000,0,0,0,0,0,
f1ea7f8a51284242a3f99ece3a50884d,1,BANANA SELLING,47,1,,Yes,,,1,1,,0,0,,,September,2013,Own-savings from non-agriculture,,,Roadside,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,AVERAGE,HIGH,3,1,1,3,3,3,3,3,1,1,,,Seasonal work,,,Yes,,,,,1,26,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,14000,,,14000,40000,,,0,0,16000,21000,0,0,0,0,5600,FOOD
f1eaf66101184792901620d3f6586b92,1,SELLING SOAP,47,2,,Yes,,,2,2,,0,0,,,August,2016,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of cash,,,No,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,0,0,0,0,0,0,0,
f1eb3e75dc8b4300aa814b4ea136cc51,1,BEER BREWING,28,1,,Yes,,,1,1,,0,0,,,February,1998,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,HIGH,HIGH,2,3,3,2,2,1,1,3,1,1,,,,,,Yes,,,,,1,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,14400,,,,,14400,20000,6240,6960,10000,0,0,1500,0,0,0,
f1f0dfb62ed844f9bf352d3c87dabc9b,1,GROCERY SHOP,47,1,2,Yes,,,2,1,2,0,0,,,October,2019,Own-savings from non-agriculture,,,Roadside,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,3,,,,,,,Lack of cash,,,Yes,,,,,2,30,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,,,,,6000,6000,2000,4000,0,0,0,0,0,0,0,
f20d7f3371134af298dd11762a04c8a9,1,MOWING HOUSE THATCHING GRASS AND SELLING,47,1,,Yes,,,1,1,,0,0,,,June,2010,No start-up capital,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,HIGH,HIGH,,,,,1,,2,,2,,,,,,,Other (Specify),,OFFSEASON,No,YES,,,,1,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,,,,,18000,20000,20000,0,0,0,0,0,0,0,0,
f20e5c6052be4b33ba8d06b0f1ef0467,1,SELLING BEER,47,1,,Yes,,,1,1,,0,0,,,February,2005,Other (specify),,SELLING LIVESTOCKS,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,AVERAGE,AVERAGE,,,,3,3,,,,,,,,,,Lack of cash,,,No,YES,,,,1,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,28000,,,7000,12000,,,5000,4000,4000,0,0,0,0,0,0,
f21209900c274d77b77ed1131970d36f,1,SELLING OF THOBWA,11,1,,Yes,,,1,1,,0,0,,,January,2018,Loan from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,HIGH,HIGH,HIGH,AVERAGE,HIGH,AVERAGE,AVERAGE,,,2,,,,,,,,,,,,Lack of credit,,,Yes,,,,,1,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,,,,,4000,9000,10000,1500,0,0,2000,0,0,0,0,
f22c1f2787a74ee29da9541f8ea7c9de,1,COLLECTING FIRE WOOD AND SELKING,47,1,,No,Not Available During Time in the EA,,2,2,,0,0,,,February,2010,No start-up capital,,,Traditional market place,,,,Traders,,,NO,NO,NO,NO,YES,Forest/wild park reserve,,,,,,LOW,AVERAGE,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,2,2,2,,,,,,,,,,,,,Yes,,,,,2,20,6,12,1,20,5,12,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,30000,35000,,,,,30000,0,0,0,0,0,0,0,0,
f23ae060ce19404cafb34a462767be4d,1,SELLING CHARCOAL,47,1,,Yes,,,1,1,,0,0,,,January,2001,Own-savings from agriculture,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,3,3,3,2,,,,,,,,,,,,Yes,,,,,1,30,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,240000,200000,280000,,,,,144000,0,96000,0,0,0,0,0,0,
f23e7e17a336412abfb7877c57296ba7,1,CUTTING AND SELLING GRASS,47,1,,Yes,,,1,1,2,0,0,,,May,2018,No start-up capital,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,LOW,,,,,,,,,2,3,3,,,,,,,,,,Seasonal work,,,Yes,,,,,2,2,4,4,1,2,6,4,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3500,2500,3500,,,,,3500,0,0,0,0,0,0,0,0,
f245d0a46b07447aba3c6ccf9c4c9b33,1,TRANSPORTER,49,1,,No,Not Available During Time in the EA,,2,2,,0,0,,,June,2017,Gift from family/friends,,,Mobile,,,,Traders,,,NO,NO,NO,NO,NO,,,,,,LOW,LOW,LOW,AVERAGE,HIGH,HIGH,LOW,LOW,LOW,HIGH,2,2,,,,,,,,,,,Lack of cash,,,Yes,,,,,1,12,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,8000,0,,,,0,,,,120000,80000,170000,,,,,60000,90000,0,0,0,0,0,0,0,
f245d0a46b07447aba3c6ccf9c4c9b33,2,SELLING  THOBWA,10,2,,Yes,,,2,2,,0,0,,,June,2019,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,2,,,,,,,,,,,Lack of cash,,,Yes,,,,,2,28,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,5000,,,5000,5000,,,3000,2000,0,0,0,0,0,0,0,
f24918ab23084c4f986c66821f4e574d,1,OWNED A RESTAURANT,56,1,2,Yes,,,2,1,2,0,0,,,December,2016,Own-savings from agriculture,Gift from family/friends,,Traditional market place,,,,Traders,,,NO,NO,YES,NO,NO,,,,,,,AVERAGE,LOW,LOW,AVERAGE,LOW,LOW,AVERAGE,HIGH,AVERAGE,2,3,3,,,,,,,,,,Not profitable,,,Yes,,,,,1,24,9,12,2,15,8,11,,,,,,,,,,,,,,,,,,,,,,,,,2,12,5,15000,0,,,,0,,,,290000,,,250000,450000,,,90000,150000,5000,5000,0,3000,2000,5000,25000,RENTANDSALARYFORINDIVIDUAL
f24955949ed7456a9cdb84b022b63eac,1,SELLING  CASSAVA  AND BANANA,47,2,,No,Not Available During Time in the EA,,2,2,,0,0,,,April,2018,Proceeds from another business,,,Home (outside residence),,,,Final consumers,Traders,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,LOW,2,1,3,1,,,,,,,,,Seasonal work,,,Yes,,,,,2,5,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,45000,6000,8000,,,,,12000,200,20000,3000,2500,0,0,0,0,
f261256b626b48cca19639bc9f76ea7a,1,SOLD LIVESTOCK,1,1,,Yes,,,1,1,,0,0,,,December,2019,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,Traders,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,3,,,,,Not profitable,,,No,YES,,,,1,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,45000,,,,,0,0,45000,0,0,0,0,0,0,0,0,
f266b00aa1ff4974a01e98b9b6aa54cc,1,FIREWOOD,47,1,2,No,Other Specify,BUSY WITH OTHER HOUSEHOLD ACTIVITIES,1,2,,0,0,,,July,2019,No start-up capital,,,Other fixed place,No,,,Final consumers,,,NO,NO,NO,NO,YES,Forest/wild park reserve,,,,,,,,,,,,,,,,,1,3,,,,,,,,,Seasonal work,Other (Specify),THEBUSINESSDEPENDSONTHEAVAILABILITYOFFISHINGACTIVITIES,Yes,,,,,2,12,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,0,6000,,,,,6000,0,0,0,0,0,0,0,0,
f26843f0e2b64cfebef592fd434a0131,1,BUTCHER,47,4,,Yes,,,4,4,,0,0,,,June,2019,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,3,2,1,1,,,,,,,,Other (Specify),,THEREISBANBYTHEGOVERNMENT,Yes,,,,,3,4,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6000,0,,,,0,,,,30000,,,,,10000,25000,18000,0,0,0,0,0,0,0,0,
f286497d1d344e2e82cfe789d2fc9a85,1,SELLING FIREWOOD,47,1,,Yes,,,1,1,,0,0,,,August,2018,No start-up capital,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,YES,Communal land,,,,,,,,,LOW,AVERAGE,,,,,,3,2,,,,,,,,,,,,,No,YES,,,,1,12,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,3000,4000,,,,,3000,0,3000,0,0,0,0,0,0,
f297a5141e834ba8ac0ab51f44d66098,1,SELLING OF TOMATOES,46,1,,Yes,,,1,1,,0,0,,,October,2018,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,HIGH,HIGH,HIGH,AVERAGE,LOW,,,,1,3,,,,,,,,,,Bad weather,,,Yes,,,,,1,7,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,5500,,,,,2200,4000,1000,0,4500,0,0,0,0,0,0,
f297cb1e4ef24eea9ed29f1c98722144,1,BUTCHER MAN,47,1,,Yes,,,1,1,,0,0,,,August,2002,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,LOW,LOW,AVERAGE,HIGH,3,3,3,1,1,1,1,1,,,,,,,,Yes,,,,,1,8,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,240000,300000,480000,,,,,76000,0,0,0,0,0,1000,0,3000,"FORASSEMBLYTAX,SCALERATES,ANIMALEXTENSIONOFFICERSERVICES."
f29aca8232534ea8a9e7679a16e94a74,1,RUNNING A SHOP,47,1,,No,Not Available During Time in the EA,,2,1,,0,0,,,April,2018,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,AVERAGE,AVERAGE,AVERAGE,,,,,,,,,,,,,,,,,Lack of cash,,,No,YES,,,,2,15,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,120000,,,90000,150000,,,100000,0,20000,0,0,0,0,0,0,
f2a3897cb4c34ddbacfd65def70566bc,1,GROCERY,47,2,,Yes,,,2,2,,0,0,,,January,2017,Own-savings from non-agriculture,,,Other fixed place,Yes,ESCOM/GRID,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,HIGH,LOW,LOW,LOW,LOW,1,2,3,3,2,2,3,,,,,,Lack of cash,,,Yes,,,,,2,30,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,80000,,,,,50000,60000,25000,2000,50000,4000,0,0,0,0,0,
f2ae3364a5654e379f938f71771d3029,1,GROCERY,47,2,,Yes,,,2,1,2,0,0,,,July,2017,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,LOW,LOW,LOW,AVERAGE,AVERAGE,3,3,3,3,3,,,,,,,,,,,Yes,,,,,1,12,10,12,2,30,8,12,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,900000,450000,900000,,,,,80000,0,1000000,10000,0,0,0,0,0,
f2bee5863f68458f935655d8883d37e5,1,CHIPS SELLING,47,1,2,Yes,,,2,1,2,0,0,,,February,2019,Loan from family/friends,,,Roadside,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,LOW,LOW,AVERAGE,2,3,3,3,,,,,,,,,Lack of credit,Lack of cash,,Yes,,,,,1,30,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,55000,35000,20000,,,,,15000,25000,0,6000,7000,0,1500,0,0,
