hhID,plotID,plot_area_reported,crop_area_share,planting_month,planting_year,crop,harvest_month_begin,harvest_year_begin,harvest_month_end,harvest_year_end,season,adm1,adm2,adm3,adm4,latitude,longitude,GPS_level,plot_area_measured,harvest_month,harvest_year,source,country
H3610201,3,0.8093889113719142,100,7,2015,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Buwagi Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610201,1,0.20234722784297854,50,4,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Buwagi Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610201,1,0.10117361392148927,30,9,2015,Beans,8,2014,11,2014,first,Jinja,Budondo,Buwagi,Buwagi Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610201,1,0.20234722784297854,50,4,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Buwagi Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610201,2,0.20234722784297854,100,8,2015,Sweet potatoes,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Buwagi Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,2,0.4046944556859571,NA,8,2015,Maize,NA,NA,NA,NA,first,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,3,0.4046944556859571,50,8,2015,Maize,8,2014,11,2014,first,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,1,0.10117361392148927,100,4,2016,Maize,NA,NA,NA,NA,second,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,2,0.4046944556859571,50,4,2016,Maize,NA,NA,NA,NA,second,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,5,0.10117361392148927,NA,4,2016,Beans,NA,NA,NA,NA,second,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,3,0.4046944556859571,20,5,2015,Sweet potatoes,8,2014,11,2014,first,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,2,0.4046944556859571,50,4,2016,Beans,NA,NA,NA,NA,second,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,3,0.4046944556859571,100,5,2016,Sweet potatoes,NA,NA,NA,NA,second,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,4,0.10117361392148927,100,4,2016,Groundnuts,NA,NA,NA,NA,second,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,1,0.10117361392148927,NA,8,2015,Soya beans,8,2014,11,2014,first,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,1,0.10117361392148927,NA,8,2015,Soya beans,7,2014,10,2014,first,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610301,3,0.4046944556859571,30,8,2015,Groundnuts,9,2014,12,2014,first,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610401,1,NA,NA,NA,NA,Coffee all,8,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu West,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610401,1,0.20234722784297854,50,4,2014,Banana food,6,2014,10,2014,first,Jinja,Budondo,Buwagi,Ibungu West,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610401,2,0.20234722784297854,NA,7,2015,Maize,8,2014,10,2014,first,Jinja,Budondo,Buwagi,Ibungu West,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610401,1,0.20234722784297854,30,7,2014,Yam,NA,NA,NA,NA,first,Jinja,Budondo,Buwagi,Ibungu West,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610401,3,0.20234722784297854,NA,7,2015,Maize,9,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu West,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610401,3,0.20234722784297854,NA,7,2015,Maize,8,2014,10,2014,first,Jinja,Budondo,Buwagi,Ibungu West,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,2,0.10117361392148927,NA,6,2015,Sweet potatoes,NA,NA,NA,NA,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,2,0.20234722784297854,50,3,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,1,0.10117361392148927,50,8,2015,Maize,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,4,0.0607041707650603,NA,8,2015,Maize,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,1,0.10117361392148927,50,8,2015,Beans,11,2014,11,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,1,0.10117361392148927,50,8,2015,Maize,11,2014,11,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,4,0.10117361392148927,100,5,2016,Sweet potatoes,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,2,0.20234722784297854,50,3,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,1,0.10117361392148927,50,8,2015,Beans,10,2014,10,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,3,0.08093889234327478,100,8,2015,Cassava,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,1,0.121408341530121,50,3,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,3,0.0607041707650603,NA,8,2015,Groundnuts,11,2014,11,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610501,1,0.121408341530121,50,3,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610601,2,0.20234722784297854,50,9,2015,Beans,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610601,2,0.20234722784297854,10,9,2015,Soya beans,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610601,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610601,2,0.20234722784297854,10,4,2016,Soya beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610601,1,NA,NA,NA,NA,Banana food,7,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610601,2,0.20234722784297854,50,4,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610601,2,0.20234722784297854,40,9,2015,Maize,NA,NA,NA,NA,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610601,2,0.20234722784297854,40,4,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610701,1,0.121408341530121,60,3,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610701,1,0.16187778468654956,50,8,2015,Beans,10,2014,10,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610701,1,0.16187778468654956,50,8,2015,Beans,11,2014,11,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610701,2,0.04046944617163739,NA,2,2014,Banana food,8,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610701,1,0.16187778468654956,30,8,2015,Maize,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610701,1,0.16187778468654956,30,8,2015,Maize,11,2014,11,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610701,1,0.121408341530121,40,2,2014,Banana food,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610701,1,0.16187778468654956,10,8,2015,Soya beans,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610701,2,0.04046944617163739,100,8,2015,Cassava,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610701,3,0.04046944617163739,100,3,2016,Paw paw,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610701,1,0.16187778468654956,10,8,2015,Cassava,NA,NA,NA,NA,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,1,0.2832861141558361,30,4,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,1,0.2832861141558361,5,8,2015,Cassava,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,1,0.2832861141558361,50,4,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,2,0.121408341530121,80,9,2015,Sweet potatoes,NA,NA,NA,NA,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,1,0.2832861141558361,10,8,2015,Soya beans,NA,NA,NA,NA,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,2,0.121408341530121,80,9,2015,Sweet potatoes,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,1,0.2832861141558361,10,8,2015,Cassava,NA,NA,NA,NA,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,2,0.121408341530121,20,8,2015,Cassava,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,1,0.2832861141558361,15,4,2016,Soya beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,2,0.121408341530121,20,8,2015,Cassava,NA,NA,NA,NA,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,1,0.2832861141558361,30,8,2015,Beans,11,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,1,0.2832861141558361,30,8,2015,Beans,10,2014,10,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610801,1,0.2832861141558361,50,8,2015,Maize,11,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,7,0.20234722784297854,50,8,2015,Maize,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,1,0.20234722784297854,NA,8,2015,Maize,11,2014,11,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,6,0.20234722784297854,50,8,2015,Soya beans,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,7,0.20234722784297854,100,3,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,7,0.20234722784297854,50,8,2015,Beans,11,2014,11,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,6,0.20234722784297854,50,8,2015,Maize,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,2,0.4046944556859571,NA,8,2015,Groundnuts,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,6,0.242816683060242,50,3,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,1,0.20234722784297854,NA,8,2015,Maize,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,1,0.20234722784297854,30,3,2016,Soya beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,6,0.242816683060242,50,3,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,4,0.2832861141558361,50,8,2015,Beans,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,5,0.20234722784297854,NA,10,2015,Sweet potatoes,NA,NA,NA,NA,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,1,0.20234722784297854,30,3,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,4,0.2832861141558361,50,8,2015,Maize,12,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,4,0.20234722784297854,100,3,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,4,0.2832861141558361,50,8,2015,Beans,11,2014,11,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,5,0.16187778468654956,100,10,2015,Sweet potatoes,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,2,0.4046944556859571,100,3,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,3,0.20234722784297854,100,5,2011,Banana food,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,3,0.121408341530121,NA,5,2011,Banana food,7,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,3,0.121408341530121,NA,5,2011,Banana food,7,2014,12,2014,first,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3610901,1,0.20234722784297854,40,3,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Buwagi,Ibungu East,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620101,1,0.20234722784297854,50,7,2015,Maize,12,2014,12,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620101,1,0.20234722784297854,50,7,2015,Maize,11,2014,11,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620101,1,0.050586806960744635,50,6,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620101,1,0.050586806960744635,50,6,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620101,2,0.050586806960744635,100,6,2016,Sweet potatoes,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620101,1,0.20234722784297854,50,7,2015,Beans,12,2014,12,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620201,2,0.10117361392148927,60,8,2015,Beans,11,2014,11,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620201,1,0.20234722784297854,40,4,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620201,1,0.20234722784297854,60,4,2015,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620201,2,0.10117361392148927,60,8,2015,Beans,11,2014,11,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620201,2,0.10117361392148927,40,8,2015,Maize,11,2014,11,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620201,1,0.0607041707650603,NA,4,2015,Other,8,2014,10,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620201,3,0.04046944617163739,NA,8,2015,Other,9,2014,9,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620201,2,0.10117361392148927,40,8,2015,Maize,12,2014,12,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620301,1,0.20234722784297854,40,9,2015,Beans,11,2014,11,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620301,2,0.121408341530121,NA,8,2015,Maize,12,2014,12,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620301,1,0.10117361392148927,50,4,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620301,1,0.20234722784297854,60,9,2015,Maize,11,2014,12,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620301,2,0.121408341530121,NA,8,2015,Maize,12,2014,12,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620301,3,0.08093889234327478,NA,9,2015,Sweet potatoes,NA,NA,NA,NA,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620301,1,0.10117361392148927,50,4,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620301,2,0.10117361392148927,100,5,2016,Sweet potatoes,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620501,1,0.08093889234327478,100,5,2016,Sweet potatoes,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620501,2,0.121408341530121,30,3,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620501,2,0.121408341530121,NA,7,2015,Beans,9,2014,10,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620501,1,0.08093889234327478,NA,5,2015,Sweet potatoes,10,2014,12,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620501,2,0.121408341530121,70,3,2016,Beans,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620501,2,0.121408341530121,NA,7,2015,Beans,10,2014,10,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620601,2,0.121408341530121,40,8,2015,Maize,11,2014,11,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620601,1,0.121408341530121,60,8,2015,Beans,10,2014,10,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620601,1,0.121408341530121,60,8,2015,Beans,9,2014,9,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620601,1,0.121408341530121,40,8,2015,Maize,11,2014,11,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620601,2,0.121408341530121,60,8,2015,Beans,10,2014,10,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620601,2,0.121408341530121,40,8,2015,Maize,10,2014,10,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620701,1,0.08093889234327478,100,4,2016,Sweet potatoes,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620701,3,0.121408341530121,100,4,2016,Maize,NA,NA,NA,NA,second,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620701,4,0.20234722784297854,NA,9,2015,Sweet potatoes,12,2014,12,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620701,1,0.08093889234327478,30,7,2015,Beans,10,2014,11,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620701,2,0.121408341530121,NA,9,2015,Sweet potatoes,11,2014,11,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620701,1,0.08093889234327478,70,7,2015,Maize,10,2014,11,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620701,3,0.121408341530121,NA,7,2015,Maize,10,2014,10,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
H3620801,2,0.121408341530121,20,7,2015,Simsim,12,2014,12,2014,first,Jinja,Budondo,Ivunamba,Ivunamba Central,NA,NA,NA,NA,NA,NA,UGA_2015_UNPS_v02_M,Uganda
