ea_id,com_ce01a,com_ce01a_os,com_ce01b,com_ce01b_os,com_ce01c,com_ce01c_os,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05a_os,com_ce05b,com_ce05b_os,com_ce06,com_ce07,com_ce08a,com_ce08a_os,com_ce08b,com_ce08b_os,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
21086436,farming,,OTHER (SPECIFY),GANYU,,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),GENERAL WORK,,,yes,200,1,day,ALMOST NONE,200,1,day,ALMOST NONE
21087057,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
21087531,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),PRIVATE COMPANIES,CIVIL SERVICE,,no,,,,,,,yes,RURAL AREAS,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,OTHER (SPECIFY),GENERAL WORK,yes,2400,2,week,ALMOST NONE,2400,2,week,ALMOST NONE
21087736,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,CIVIL SERVICE,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
21088597,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),BRICK MAKING,farming,,no,,,,,,,,
30101280,fishing,,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,fishing,,,,no,,,,,,,,
30101545,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),GENERAL LABOR,,,no,,,,,,no,,,,,,,,
30101552,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GANYU LABOUR,no,,,,,,,no,,,,,,no,,,,,,,,
30102028,farming,,"FIREWOOD, CHARCOAL SELLING",,OTHER (SPECIFY),GANYU LABOUR,no,,,,,,,no,,,,,,yes,200,10,day,1/4,200,1,day,3/4
30102540,farming,,OTHER (SPECIFY),PIECE WORK,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),GANYU,OTHER (SPECIFY),FORMAL EMPLOYMENT,no,,,,,,yes,200,1,day,1/4,20,1,day,1/4
30102632,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30102641,farming,,"FIREWOOD, CHARCOAL SELLING",,,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,3/4
30103021,farming,,OTHER (SPECIFY),GANYU,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,ALMOST NONE
30103074,farming,,fishing,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30103420,farming,,fishing,,,,no,,,,,,,yes,RURAL AREAS,farming,,fishing,,no,,,,,,,,
30104022,farming,,OTHER (SPECIFY),GANYU,,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
30104040,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GANYU,farming,,yes,1/2,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,,
30104708,farming,,fishing,,OTHER (SPECIFY),GOING TO SOUTH AFRICA,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,no,,,,,,no,,,,,,,,
30105325,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,yes,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),GENERAL LABOR,,,no,,,,,,no,,,,,,,,
30105448,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GOING TO SOUTH AFRICA,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,no,,,,,,,,
30106005,farming,,OTHER (SPECIFY),GANYU,,,no,,,,,,,no,,,,,,no,,,,,,,,
30106331,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,no,,,,,,no,,,,,,,,
30106750,farming,,OTHER (SPECIFY),BUSINESS,,,no,,,,,,,no,,,,,,no,,,,,,,,
30107395,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GOING TO SOUTH AFRICA,yes,1/2,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,no,,,,,,no,,,,,,,,
30107624,farming,,OTHER (SPECIFY),GANYU,,,no,,,,,,,no,,,,,,no,,,,,,,,
30108117,farming,,fishing,,OTHER (SPECIFY),GANYU LABOUR,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
30108401,farming,,fishing,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30109724,fishing,,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/2,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),LABOR,yes,RURAL AREAS,fishing,,,,no,,,,,,,,
30120262,farming,,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,no,,,,,,no,,,,,,,,
30201076,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30201146,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30201498,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GANYU LABOUR,no,,,,,,,no,,,,,,no,,,,,,,,
30201587,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30202252,farming,,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,3,day,1/4
30202403,farming,,OTHER (SPECIFY),GANYU,,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/2
30203044,farming,,fishing,,,,no,,,,,,,yes,RURAL AREAS,fishing,,,,yes,200,1,day,1/2,200,1,day,3/4
30203122,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30203142,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GANYU LABOUR,no,,,,,,,no,,,,,,no,,,,,,,,
30203256,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30203767,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30204126,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),GANYU,,,no,,,,,,no,,,,,,,,
30205702,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GANYU LABOUR,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
30206341,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),HOUSE WORK IN SA,no,,,,,,no,,,,,,,,
30206572,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,fishing,,,,no,,,,,,,,
30207060,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GANYU LABOUR,no,,,,,,,no,,,,,,no,,,,,,,,
30207188,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,no,,,,,,,yes,RURAL AREAS,fishing,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30207491,farming,,OTHER (SPECIFY),GANYU,,,no,,,,,,,no,,,,,,no,,,,,,,,
30208396,farming,,OTHER (SPECIFY),GANYU,,,no,,,,,,,no,,,,,,no,,,,,,,,
30209287,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/2
30212167,farming,,OTHER (SPECIFY),GANYU,,,no,,,,,,,no,,,,,,no,,,,,,,,
30212307,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,transport,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),SHOP ASSISTANTS,no,,,,,,no,,,,,,,,
30212492,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),GENERAL LABOR,,,no,,,,,,no,,,,,,,,
30222077,SMALL-SCALE TRADE & SERVICE PROVISION,,farming,,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,no,,,,,,no,,,,,,,,
30301554,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,1/4
30301576,farming,,fishing,,,,no,,,,,,,yes,RURAL AREAS,farming,,fishing,,yes,200,1,day,1/4,200,1,day,1/4
30301590,farming,,,,,,yes,3/4,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
30302283,farming,,fishing,,,,no,,,,,,,yes,RURAL AREAS,farming,,fishing,,no,,,,,,,,
30302357,farming,,fishing,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
30302601,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),GENERAL LABOR,,,yes,RURAL AREAS,farming,,,,yes,2700,1,month,1/4,2700,1,month,1/4
30302687,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),ANY WORK,,,no,,,,,,no,,,,,,,,
30302692,farming,,fishing,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),ANY WORK,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,1/4
30304139,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),ANY WORK,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,1/4
30304143,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30305082,farming,,,,farming,,yes,1/4,URBAN CENTRES,fishing,,,,no,,,,,,no,,,,,,,,
30305258,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30305277,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30305506,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,yes,120,1,day,1/4,120,1,day,1/4
30305561,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
30305580,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30306024,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),WATCHMEN,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30306056,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
30306087,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30306460,farming,,,,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),ANY WORK,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
30306555,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),LABOR,no,,,LABOR,,,no,,,,,,,,
30306594,farming,,,,,,yes,1/4,URBAN CENTRES,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
30307577,farming,,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,no,,,,,,,,
30307678,farming,,,,,,yes,1/4,OUTSIDE MALAWI,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30401015,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30401062,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30401178,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30401397,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30402291,farming,,,,,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,3/4
30402402,farming,,,,,,yes,1/4,URBAN CENTRES,PROFFESSIONAL OCCUPATIONS,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30402515,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30402570,farming,,,,,,yes,1/2,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),HOUSE SERVANTS,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30402669,farming,,,,,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,3/4
30403185,farming,,,,,,yes,1/4,URBAN CENTRES,farming,,,,no,,,,,,no,,,,,,,,
30403225,farming,,,,,,yes,ALMOST NONE,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
30403261,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30403444,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30403558,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30403699,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30403766,farming,,,,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,,,,,no,,,,,,,,
30404093,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30404458,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,yes,200,1,week,1/4,200,1,week,1/4
30404493,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),HOUSEWORK,OTHER (SPECIFY),GUARD,no,,,,,,yes,200,1,day,1/4,200,1,day,3/4
30405588,farming,,"BEER BREWING, KACHASU",,farming,,no,,,,,,,no,,,,,,no,,,,,,,,
30406125,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30406378,farming,,,,,,yes,1/2,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
30406710,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),GENERAL LABOR,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30420223,farming,,,,,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
30501008,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30501020,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30501359,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30501383,farming,,"FIREWOOD, CHARCOAL SELLING",,,,yes,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,RURAL AREAS,farming,,transport,,no,,,,,,,,
30501566,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30502418,farming,,,,,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,3/4
30502456,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30503214,farming,,,,,,yes,1/4,URBAN CENTRES,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30503292,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30503685,farming,,,,,,yes,1/4,RURAL AREAS,farming,,OTHER (SPECIFY),,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30504251,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30504518,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30505180,farming,,,,,,yes,1/4,RURAL AREAS,farming,,,,no,,,,,,no,,,,,,,,
30506017,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,1/4
30506031,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30506105,farming,,OTHER (SPECIFY),GUARD,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,3/4
30506326,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30506457,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30506748,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30507667,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,yes,200,1,day,1/4,200,1,day,3/4
30508364,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30508435,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30508473,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30508629,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,OTHER (SPECIFY),MOULDING BRICKS,no,,,,,,,,
30601052,farming,,farming,,,,yes,ALMOST NONE,OUTSIDE MALAWI,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,farming,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,,
30601144,farming,,"BEER BREWING, KACHASU",,,,yes,1/2,OUTSIDE MALAWI,CIVIL SERVICE,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30601190,farming,,,,,,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
30601191,farming,,,,,,yes,1/4,URBAN CENTRES,CIVIL SERVICE,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30601428,farming,,"FIREWOOD, CHARCOAL SELLING",,"BEER BREWING, KACHASU",,yes,1/4,URBAN CENTRES,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,OUTSIDE MALAWI,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30601526,farming,,"FIREWOOD, CHARCOAL SELLING",,,,no,,,,,,,no,,,,,,no,,,,,,,,
30601608,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30601639,farming,,"BEER BREWING, KACHASU",,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,no,,,,,,no,,,,,,,,
30601746,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,,,,,yes,200,1,day,1/2,200,1,day,1/2
30602059,farming,,"BEER BREWING, KACHASU",,,,yes,1/4,OUTSIDE MALAWI,farming,,,,no,,,,,,no,,,,,,,,
30602217,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),PIECE WORK,no,,,,,,,no,,,,,,yes,200,1,day,1/4,200,1,day,1/4
30602220,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,farming,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,,
30602235,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30602408,farming,,,,,,yes,ALMOST NONE,OUTSIDE MALAWI,CIVIL SERVICE,,,,yes,RURAL AREAS,farming,,"BEER BREWING, KACHASU",,yes,2500,2,week,1/4,2400,2,week,1/2
30602443,farming,,"BEER BREWING, KACHASU",,,,yes,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,yes,URBAN CENTRES,CIVIL SERVICE,,,,no,,,,,,,,
30602445,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,1/4,OUTSIDE MALAWI,CIVIL SERVICE,,OTHER (SPECIFY),SMALL BUSINESS,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30602472,farming,,,,,,yes,1/4,URBAN CENTRES,farming,,CIVIL SERVICE,,yes,RURAL AREAS,farming,,"FIREWOOD, CHARCOAL SELLING",,no,,,,,,,,
30602512,farming,,"BEER BREWING, KACHASU",,,,yes,ALMOST NONE,URBAN CENTRES,CIVIL SERVICE,,,,yes,RURAL AREAS,farming,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,no,,,,,,,,
30602713,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,CIVIL SERVICE,,,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30602734,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30620179,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,yes,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,,
30620196,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,PROFFESSIONAL OCCUPATIONS,,no,,,,,,,yes,RURAL AREAS,PROFFESSIONAL OCCUPATIONS,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30620323,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,OUTSIDE MALAWI,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30620644,farming,,,,,,yes,ALMOST NONE,URBAN CENTRES,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,yes,RURAL AREAS,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,,
30701411,farming,,,,,,yes,1/4,URBAN CENTRES,OTHER (SPECIFY),TEA ESTATES,farming,,no,,,,,,no,,,,,,,,
30702134,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),NCHALO ILLOVO WHERE RESIDENT,yes,1/4,URBAN CENTRES,farming,,,,no,,,,,,no,,,,,,,,
30703381,farming,,OTHER (SPECIFY),THEY ARE IN TEA GROWING,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30704158,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30704313,farming,,OTHER (SPECIFY),RESIDENTS OF THIS COMMUNITY,,,no,,,,,,,no,,,,,,no,,,,,,,,
30705248,farming,,fishing,,,,yes,ALMOST NONE,URBAN CENTRES,farming,HOUSEHOLD CHORES,OTHER (SPECIFY),HOUSEHOLD CHORES,no,,,,,,no,,,,,,,,
30705391,farming,,farming,,farming,,no,,,,,,,yes,URBAN CENTRES,farming,,,,no,,,,,,,,
30706619,farming,,OTHER (SPECIFY),RESIDENTS OF THIS COMMUNITY,,,no,,,,,,,yes,RURAL AREAS,farming,,OTHER (SPECIFY),RESIDENTS OF THIS COMMUNITY,no,,,,,,,,
30706743,farming,,OTHER (SPECIFY),TEA PICKERS,,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),TENANTS AT NEARBY ESTATE,,,no,,,,,,,,
30707534,farming,,OTHER (SPECIFY),TEA PLUCKERS IN PLANTATION,,,no,,,,,,,no,,,,,,no,,,,,,,,
30707722,farming,,OTHER (SPECIFY),TENANTS AT NEARBY ESTATES,,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),TENANTS AT NEARBY ESTATE,,,no,,,,,,,,
30708338,farming,,,,,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),THE EA IS VERY CLOSE TO E,,,no,,,,,,,,
30708665,farming,,farming,,,,yes,1/4,URBAN CENTRES,farming,,,,yes,RURAL AREAS,OTHER (SPECIFY),ESTATE WORK,,,no,,,,,,,,
30709116,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30709358,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30709438,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,RURAL AREAS,OTHER (SPECIFY),WORK AS GARDEN SECURITY,,,no,,,,,,no,,,,,,,,
30709650,farming,,OTHER (SPECIFY),SOME INDIVIDUALS FROM THIS,,,no,,,,,,,no,,,,,,no,,,,,,,,
30709698,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,no,,,,,,,yes,RURAL AREAS,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,no,,,,,,,,
30710079,farming,,,,,,no,,,,,,,yes,RURAL AREAS,farming,,,,no,,,,,,,,
30710128,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,yes,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),GUARDS/GARDEN BOYS/MEN,,,no,,,,,,no,,,,,,,,
30710157,farming,,,,,,no,,,,,,,no,,,,,,no,,,,,,,,
30710451,OTHER (SPECIFY),RESIDENTS OF THIS AREA,,,,,no,,,,,,,yes,RURAL AREAS,OTHER (SPECIFY),RESIDENTS ARE DEPENDANT O,,,no,,,,,,,,
30711684,farming,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),MOST RESIDENTS OF THIS CO,no,,,,,,,no,,,,,,no,,,,,,,,
30720666,CIVIL SERVICE,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,farming,,no,,,,,,,yes,RURAL AREAS,farming,,OTHER (SPECIFY),DOMESTIC WORKERS/GARDEN,no,,,,,,,,
30801205,farming,,"BEER BREWING, KACHASU",,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,yes,1/4,RURAL AREAS,farming,,fishing,,no,,,,,,no,,,,,,,,
