case_id,visit,ea_id,hh_q0a,hh_q0b,hh_q01,hh_q02a,hh_q02b,hh_q02c,hh_q03a,hh_q03b
307094380021,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307094380021,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307094380021,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307094380066,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307094380066,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307094380066,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307094380073,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,700,0,0,1,2
307094380073,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,Yes,900,0,0,1,2
307094380073,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307094380118,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307094380118,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307094380118,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307094380119,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307094380119,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,Yes,100,0,0,1,2
307094380119,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307094380126,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307094380126,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307094380126,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,800,0,0,1,
307094380169,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307094380169,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,Yes,250,0,0,1,
307094380169,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307094380190,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307094380190,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307094380190,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307094380207,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307094380207,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,2,
307094380207,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307094380214,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307094380214,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,Yes,100,0,0,1,
307094380214,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307094380222,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,200,0,0,1,
307094380222,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307094380222,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307094380230,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307094380230,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307094380230,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,1000,0,0,2,
307094380240,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307094380240,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,Yes,950,0,0,1,
307094380240,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307094380414,1,30709438,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,100,0,0,1,
307094380414,1,30709438,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307094380414,1,30709438,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500022,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500022,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096500022,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500039,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500039,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,Yes,200,0,0,1,
307096500039,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500057,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,400,0,0,1,
307096500057,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,
307096500057,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500075,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500075,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096500075,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500111,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500111,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096500111,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500129,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500129,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1200,0,0,1,2
307096500129,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500147,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500147,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,Yes,400,0,0,1,2
307096500147,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500164,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500164,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096500164,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500200,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500200,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096500200,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500218,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500218,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096500218,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500236,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,2
307096500236,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096500236,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500254,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500254,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
307096500254,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500289,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500289,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096500289,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500307,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500307,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096500307,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500325,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500325,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
307096500325,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096500361,1,30709650,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096500361,1,30709650,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096500361,1,30709650,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980008,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980008,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096980008,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980014,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1500,0,0,1,
307096980014,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096980014,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980019,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1700,0,0,1,
307096980019,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096980019,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980025,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980025,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096980025,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980036,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980036,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096980036,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980042,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980042,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096980042,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980047,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980047,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096980047,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980053,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980053,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096980053,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980064,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980064,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2400,0,0,1,
307096980064,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980070,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980070,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096980070,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980075,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980075,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
307096980075,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980081,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980081,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307096980081,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980092,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980092,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
307096980092,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980097,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307096980097,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
307096980097,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980109,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1500,0,0,1,
307096980109,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,Yes,800,0,0,1,
307096980109,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307096980113,1,30709698,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2800,0,0,1,2
307096980113,1,30709698,Food Transfers/Gifts,Food Transfers/Gifts,Yes,800,0,0,1,2
307096980113,1,30709698,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790004,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,
307100790004,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790004,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790010,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307100790010,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790010,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,1200,0,0,1,2
307100790015,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,750,0,0,2,
307100790015,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790015,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790020,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307100790020,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790020,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790025,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307100790025,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790025,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790041,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307100790041,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790041,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790046,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,
307100790046,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790046,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790051,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,8000,0,0,1,2
307100790051,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790051,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790061,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307100790061,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790061,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790067,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307100790067,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790067,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790087,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307100790087,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790087,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790093,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307100790093,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790093,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790098,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,2
307100790098,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790098,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,3300,0,0,1,2
307100790103,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307100790103,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790103,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307100790108,2,30710079,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307100790108,2,30710079,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307100790108,2,30710079,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280022,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280022,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280022,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280036,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,150,0,0,1,
307101280036,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280036,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280039,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280039,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280039,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280051,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280051,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280051,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280052,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280052,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280052,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280061,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280061,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280061,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280095,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280095,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280095,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280098,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280098,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,Yes,750,0,0,1,
307101280098,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280111,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,2
307101280111,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280111,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280120,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280120,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
307101280120,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280125,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,
307101280125,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280125,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280129,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280129,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280129,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280147,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280147,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,
307101280147,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280157,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,9000,0,0,1,2
307101280157,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280157,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280169,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280169,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101280169,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101280179,1,30710128,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101280179,1,30710128,Food Transfers/Gifts,Food Transfers/Gifts,Yes,300,0,0,1,
307101280179,1,30710128,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570006,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570006,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,Yes,250,0,0,1,2
307101570006,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570019,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570019,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,1250,0,1,
307101570019,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570032,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570032,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101570032,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570045,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570045,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
307101570045,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570058,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,800,0,0,1,
307101570058,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101570058,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570084,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,400,0,0,1,2
307101570084,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3200,0,0,1,2
307101570084,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570097,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570097,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101570097,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570109,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570109,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101570109,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,1500,0,0,1,2
307101570135,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570135,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101570135,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570161,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,300,0,0,1,
307101570161,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101570161,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570174,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570174,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101570174,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570187,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570187,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101570187,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570213,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570213,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,
307101570213,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570226,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570226,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307101570226,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570238,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570238,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
307101570238,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307101570264,1,30710157,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
307101570264,1,30710157,Food Transfers/Gifts,Food Transfers/Gifts,Yes,700,0,0,1,2
307101570264,1,30710157,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307104510001,1,30710451,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,4000,0,0,1,
307104510001,1,30710451,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307104510001,1,30710451,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
