ea_id,com_ci0b,com_ci0b_os,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_os,com_ci07b,com_ci07b_os,com_ci07c,com_ci07c_os,com_ci08a,com_ci08a_os,com_ci08b,com_ci08b_os,com_ci08c,com_ci08c_os,com_ci09a,com_ci09a_os,com_ci09b,com_ci09b_os,com_ci09c,com_ci09c_os,com_ci10,com_ci11,com_ci12,com_ci12_os,com_ci13,com_ci14
30709438,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709438,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709438,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709438,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709650,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709650,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709650,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709650,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709650,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709698,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709698,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709698,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709698,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30709698,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710079,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710079,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710079,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710079,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710079,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710128,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710128,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710128,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710128,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710128,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710157,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710157,Forest,,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30710157,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710157,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710157,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710451,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710451,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710451,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710451,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30710451,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711684,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711684,,,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,Time restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
30711684,Unallocated Arable Land,,yes,yes,yes,no,no,yes,USE THE THREAT OF FINE,,,,,,Time restrictions,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
30711684,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30711684,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720666,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720666,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720666,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720666,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720666,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801205,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801205,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801205,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801205,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801205,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801300,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801300,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801300,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801300,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801300,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801305,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801305,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801305,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801305,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801305,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801386,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801386,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801386,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801386,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801386,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801631,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801631,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801631,Pasture,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30801631,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801631,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801672,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801672,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801672,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801672,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801672,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801679,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801679,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801679,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801679,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30801679,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802036,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802036,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802036,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802036,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802036,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802485,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802485,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802485,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802485,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802485,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802579,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802579,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802579,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802579,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30802579,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803115,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803115,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803115,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803115,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803115,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803233,,,yes,no,no,yes,yes,yes,USE THE THREAT OF PHYSICAL PUNISHMENT,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
30803233,Forest,,yes,yes,yes,yes,yes,yes,USE THE THREAT OF PHYSICAL PUNISHMENT,,,,,,Limitations of number of users at a given time,,,,,,Use threat of fine,,Social sanctions,,Confiscation of tools/products,,Not Effective,no,,,no,
30803233,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803233,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803233,,,yes,no,no,yes,yes,yes,USE THE THREAT OF PHYSICAL PUNISHMENT,,,,,,No restrictions,,,,,,Social sanctions,,,,,,Somewhat Effective,no,,,no,
30803321,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803321,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803321,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803321,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803321,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803480,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803480,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803480,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803480,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30803480,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804416,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804416,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804416,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804416,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804416,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804426,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804426,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804426,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804426,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30804426,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805259,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805259,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805259,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805259,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805259,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805375,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805375,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805375,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805375,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805375,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805463,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805463,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805463,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805463,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805463,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805551,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805551,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805551,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805551,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30805551,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806145,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806145,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806145,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806145,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806145,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806483,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806483,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806483,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806483,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806483,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806611,Forest,,yes,yes,yes,yes,yes,no,,,,,,,Limitations of number of users at a given time,,,,,,Use threat of fine,,Physical punishment,,,,Not Effective,no,,,no,
30806611,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806611,,,yes,yes,no,yes,yes,no,,,,,,,No restrictions,,,,,,Use threat of fine,,Physical punishment,,,,Somewhat Effective,no,,,no,
30806611,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806611,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806630,Unallocated Arable Land,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30806630,Pasture,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30806630,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806630,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30806630,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901029,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901029,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901029,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901029,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901029,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901054,Forest,,yes,yes,yes,no,yes,yes,USE GUARDS,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,no,,,no,
30901054,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901054,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901054,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901054,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901193,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901193,Pasture,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901193,Unallocated Arable Land,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901193,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901193,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901253,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901253,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901253,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901253,Pasture,,yes,yes,no,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901253,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901275,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901275,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901275,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901275,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901275,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901320,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901320,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901320,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901320,Water Body:,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30901320,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901380,Pasture,,yes,yes,no,no,no,no,,,,,,,Limitations of number of users at a given time,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901380,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901380,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901380,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901380,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901409,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901409,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901409,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901409,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901409,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901475,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901475,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901475,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901475,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901475,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901550,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901550,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901550,,,yes,yes,yes,no,no,no,,,,,,,Time restrictions,,,,,,Confiscation of tools/products,,,,,,Fully Effective,no,,,no,
30901550,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901550,Pasture,,yes,yes,yes,no,no,no,,,,,,,Time restrictions,,,,,,Confiscation of tools/products,,,,,,Fully Effective,no,,,no,
30901569,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901569,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901569,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901569,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901569,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901603,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901603,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901603,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901603,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901603,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901715,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901715,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901715,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901715,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901715,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901720,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901720,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901720,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901720,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901720,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901732,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901732,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901732,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901732,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901732,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901756,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901756,Pasture,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901756,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30901756,Unallocated Arable Land,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30901756,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902236,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902236,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902236,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902236,Water Body:,,yes,yes,yes,yes,no,yes,USE THE THREAT OF FINE,,,,,,Rotation among groups of families,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30902236,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902299,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902299,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902299,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902299,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902299,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902346,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902346,Forest,,yes,no,yes,no,yes,no,,,,,,,No restrictions,,,,,,Confiscation of tools/products,,,,,,Fully Effective,no,,,no,
30902346,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902346,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902346,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902425,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902425,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902425,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902425,Pasture,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
30902425,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902606,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902606,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902606,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902606,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30902606,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903114,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903114,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903114,,,yes,yes,yes,yes,yes,no,,,,,,,No restrictions,,,,,,Use threat of fine,,Physical punishment,,,,Somewhat Effective,no,,,no,
30903114,Forest,,yes,yes,yes,yes,yes,yes,USE THE THREAT OF FINE,,USE THE THREAT OF PHYSICAL PUNISHMENT,,,,No restrictions,,,,,,Use threat of fine,,Physical punishment,,,,Not Effective,no,,,no,
30903114,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30903528,,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,no,,,no,
30903528,Forest,,yes,yes,yes,no,yes,yes,USE THE THREAT OF FINE,,,,,,Rotation among groups of families,,,,,,Confiscation of tools/products,,,,,,Fully Effective,no,,,no,
30903528,Unallocated Arable Land,,yes,yes,yes,no,yes,no,,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,yes,no
30903528,,,yes,yes,yes,no,yes,yes,USE THE THREAT OF FINE,,,,,,Limitations of number of users at a given time,,,,,,Use threat of fine,,,,,,Fully Effective,no,,,no,
30920609,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30920609,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30920609,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30920609,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30920609,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001034,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001034,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001034,Forest,,yes,yes,yes,no,no,no,,,,,,,Rotation among groups of families,,,,,,Use threat of fine,,Confiscation of tools/products,,,,Fully Effective,no,,,no,
31001034,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001034,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001092,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001092,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001092,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001092,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001092,Unallocated Arable Land,,yes,yes,yes,no,no,no,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,no,,,no,
31001123,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001123,Forest,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001123,Water Body:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001123,Unallocated Arable Land,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001123,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001228,Other:,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001228,Pasture,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
