ea_id,com_cc01,com_cc02,com_cc03,com_cc04a,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc05a,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc06,com_cc07a,com_cc07a_os,com_cc07b,com_cc07c,com_cc07c_os,com_cc07d,com_cc07e,com_cc07e_os,com_cc07f,com_cc08,com_cc09,com_cc09_os,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14,com_cc15
30801679,MORE MOVED IN,990,250,islam,2,none,2,christian,246,lomwe,180,nyanja,70,,,mother,Matrilineal and matrilocal (chikamwini),,240,Matrilineal and patrilocal (chitengwa),,10,,,,18,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30802036,ABOUT THE SAME OF BOTH,2600,375,islam,10,christian,350,none,15,lomwe,200,nyanja,175,,,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),,175,,,,3,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30802485,MORE MOVED IN,1450,363,islam,5,none,10,christian,350,nyanja,365,,,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,65,,,,2,farming,,STEEPLY SLOPING,ALMOST NONE,1/2,ALMOST NONE,ALMOST ALL,yes
30802579,MORE MOVED OUT,2400,430,christian,429,islam,1,,,lomwe,430,,,,,mother,Matrilineal and matrilocal (chikamwini),,426,Matrilineal and patrilocal (chitengwa),,4,,,,10,PLANNED HOUSING,,BOTH FLAT AND HILLY,ALMOST NONE,1/2,1/4,3/4,yes
30803115,MORE MOVED IN,3700,450,christian,330,islam,100,none,20,nyanja,100,lomwe,350,,,mother,Matrilineal and matrilocal (chikamwini),,400,Matrilineal and patrilocal (chitengwa),,50,,,,2,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30803233,MORE MOVED OUT,10000,6000,christian,4500,traditional,1000,islam,500,nyanja,4800,yao,800,lomwe,400,father,Matrilineal and matrilocal (chikamwini),,3900,Matrilineal and neolocal,,1855,Patrilineal and patrilocal,,245,5,farming,,flat,1/4,ALMOST NONE,1/4,1/2,yes
30803321,ABOUT THE SAME OF BOTH,2400,601,islam,1,none,100,christian,500,nyanja,501,lomwe,100,,,mother,Matrilineal and matrilocal (chikamwini),,400,Matrilineal and patrilocal (chitengwa),,201,,,,4,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30803480,MORE MOVED OUT,1321,392,islam,6,none,20,christian,366,nyanja,392,,,,,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),,192,,,,5,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30804416,MORE MOVED OUT,1579,200,christian,140,islam,50,none,10,lomwe,180,nyanja,20,,,both,Matrilineal and matrilocal (chikamwini),,150,Matrilineal and patrilocal (chitengwa),,50,,,,5,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30804426,ABOUT THE SAME OF BOTH,800,179,christian,160,islam,9,none,10,nyanja,179,,,,,mother,Matrilineal and matrilocal (chikamwini),,150,Matrilineal and patrilocal (chitengwa),,29,,,,5,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30805259,MORE MOVED IN,850,496,islam,2,christian,494,,,nyanja,496,,,,,mother,Matrilineal and matrilocal (chikamwini),,496,,,,,,,0,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
30805375,NEITHER ARRIVALS NOR DEPARTURES,1000,242,islam,0,christian,242,,,nyanja,240,lomwe,2,,,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),,42,,,,4,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,ALMOST NONE,yes
30805463,MORE MOVED IN,2564,470,islam,70,christian,350,none,50,nyanja,370,lomwe,100,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,170,,,,6,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30805551,MORE MOVED IN,1845,615,christian,610,none,5,,,nyanja,615,,,,,both,Matrilineal and matrilocal (chikamwini),,415,Matrilineal and patrilocal (chitengwa),,200,,,,4,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
30806145,MORE MOVED OUT,2600,371,christian,299,islam,22,none,50,yao,22,nyanja,100,lomwe,249,both,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),,171,,,,6,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
30806483,MORE MOVED IN,1800,220,christian,120,islam,100,,,nyanja,220,,,,,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),,20,,,,10,SHOPS OR TRADE,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30806611,MORE MOVED OUT,6500,4200,christian,3500,islam,310,traditional,390,nyanja,4000,lomwe,100,chewa,100,father,Matrilineal and matrilocal (chikamwini),,1510,Matrilineal and patrilocal (chitengwa),,290,Matrilineal and neolocal,,2400,6,farming,,flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
30806630,MORE MOVED IN,2700,430,islam,35,christian,350,none,45,nyanja,430,,,,,mother,Matrilineal and matrilocal (chikamwini),,340,Matrilineal and patrilocal (chitengwa),,90,,,,7,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30901029,ABOUT THE SAME OF BOTH,2700,420,islam,10,none,20,christian,390,lomwe,100,nyanja,320,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,120,,,,8,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30901054,MORE MOVED IN,4315,863,islam,9,christian,839,none,15,nyanja,863,,,,,mother,Matrilineal and matrilocal (chikamwini),,680,Matrilineal and patrilocal (chitengwa),,183,,,,5,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
30901193,MORE MOVED IN,3092,308,islam,6,none,60,christian,242,nyanja,308,,,,,mother,Matrilineal and matrilocal (chikamwini),,100,Matrilineal and patrilocal (chitengwa),,208,,,,2,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,1/2,yes
30901253,NEITHER ARRIVALS NOR DEPARTURES,900,200,christian,170,none,30,,,nyanja,180,lomwe,20,,,mother,Matrilineal and matrilocal (chikamwini),,140,Matrilineal and patrilocal (chitengwa),,60,,,,1,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30901275,MORE MOVED IN,9000,4997,christian,4200,OTHER RELIGION,700,islam,97,chewa,4997,,,,,father,Matrilineal and neolocal,,0,Matrilineal and matrilocal (chikamwini),,4980,Matrilineal and patrilocal (chitengwa),,17,7,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30901320,MORE MOVED IN,2600,380,islam,2,none,78,christian,300,nyanja,80,lomwe,300,,,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),,180,,,,5,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30901380,MORE MOVED IN,1136,289,christian,289,,,,,lomwe,281,nyanja,8,,,father,Matrilineal and matrilocal (chikamwini),,280,Matrilineal and patrilocal (chitengwa),,9,,,,7,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,3/4,yes
30901409,MORE MOVED IN,2057,414,islam,3,none,5,christian,406,nyanja,414,,,,,mother,Matrilineal and matrilocal (chikamwini),,264,Matrilineal and patrilocal (chitengwa),,150,,,,21,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30901475,MORE MOVED OUT,2000,463,christian,430,none,33,,,lomwe,463,,,,,both,Matrilineal and matrilocal (chikamwini),,400,Matrilineal and patrilocal (chitengwa),,63,,,,6,farming,,flat,ALMOST NONE,ALMOST ALL,ALMOST NONE,3/4,yes
30901550,MORE MOVED IN,1450,551,christian,446,islam,102,none,3,nyanja,551,,,,,father,Matrilineal and matrilocal (chikamwini),,400,Matrilineal and neolocal,,151,,,,5,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30901569,MORE MOVED IN,1595,354,christian,300,none,54,,,nyanja,354,,,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,54,,,,6,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30901603,ABOUT THE SAME OF BOTH,6600,776,christian,760,islam,10,none,16,nyanja,756,lomwe,20,,,mother,Matrilineal and matrilocal (chikamwini),,403,Matrilineal and patrilocal (chitengwa),,373,,,,5,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30901715,MORE MOVED IN,1978,210,islam,3,christian,207,,,nyanja,210,,,,,mother,Matrilineal and matrilocal (chikamwini),,185,Matrilineal and patrilocal (chitengwa),,25,,,,13,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30901720,ABOUT THE SAME OF BOTH,428,113,christian,100,none,13,,,lomwe,100,nyanja,13,,,mother,Matrilineal and matrilocal (chikamwini),,80,Matrilineal and patrilocal (chitengwa),,33,,,,5,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30901732,MORE MOVED OUT,600,145,christian,139,none,6,,,nyanja,145,,,,,mother,Matrilineal and matrilocal (chikamwini),,143,Matrilineal and patrilocal (chitengwa),,2,,,,3,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
30901756,NEITHER ARRIVALS NOR DEPARTURES,700,70,christian,50,none,20,,,lomwe,50,nyanja,20,,,mother,Matrilineal and matrilocal (chikamwini),,60,Matrilineal and patrilocal (chitengwa),,10,,,,2,farming,,flat,1/2,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30902236,MORE MOVED OUT,1164,325,christian,323,islam,2,,,lomwe,325,,,,,both,Matrilineal and matrilocal (chikamwini),,325,,,,,,,8,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,3/4,yes
30902299,MORE MOVED IN,1280,370,christian,370,,,,,lomwe,300,nyanja,70,,,mother,Matrilineal and matrilocal (chikamwini),,270,Matrilineal and patrilocal (chitengwa),,100,,,,25,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30902346,MORE MOVED IN,3461,671,christian,621,none,50,,,lomwe,671,,,,,mother,Matrilineal and matrilocal (chikamwini),,500,Matrilineal and patrilocal (chitengwa),,171,,,,10,farming,,STEEPLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,3/4,yes
30902425,NEITHER ARRIVALS NOR DEPARTURES,2300,430,christian,400,none,30,,,nyanja,130,lomwe,300,,,mother,Matrilineal and matrilocal (chikamwini),,300,Matrilineal and patrilocal (chitengwa),,130,,,,4,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
30902606,MORE MOVED IN,1600,362,christian,362,,,,,lomwe,300,nyanja,62,,,mother,Matrilineal and matrilocal (chikamwini),,62,Matrilineal and patrilocal (chitengwa),,100,,,,3,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
30903114,MORE MOVED IN,8000,5000,christian,3000,traditional,1000,islam,1000,nyanja,4000,lomwe,500,chewa,500,father,Matrilineal and matrilocal (chikamwini),,4000,Matrilineal and neolocal,,500,Patrilineal and neolocal,,500,25,farming,,BOTH FLAT AND HILLY,1/4,ALMOST NONE,1/2,ALMOST ALL,yes
30903528,MORE MOVED IN,4802,280,christian,270,islam,4,none,6,nyanja,280,,,,,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),,80,,,,3,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,1/4,3/4,yes
30920609,MORE MOVED IN,860,234,christian,210,islam,20,none,4,nyanja,234,,,,,both,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),,34,,,,4,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31001034,NEITHER ARRIVALS NOR DEPARTURES,283,68,christian,68,,,,,sena,68,,,,,father,Matrilineal and patrilocal (chitengwa),,68,,,,,,,7,farming,,flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31001092,NEITHER ARRIVALS NOR DEPARTURES,1040,69,christian,69,,,,,nyanja,69,,,,,father,Matrilineal and patrilocal (chitengwa),,69,,,,,,,13,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31001123,NEITHER ARRIVALS NOR DEPARTURES,325,52,christian,52,,,,,nyanja,52,,,,,father,Matrilineal and patrilocal (chitengwa),,52,,,,,,,8,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31001228,NEITHER ARRIVALS NOR DEPARTURES,670,80,christian,80,,,,,sena,80,,,,,father,Matrilineal and patrilocal (chitengwa),,80,,,,,,,12,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31001242,NEITHER ARRIVALS NOR DEPARTURES,1690,70,christian,70,,,,,sena,70,,,,,father,Matrilineal and patrilocal (chitengwa),,70,,,,,,,25,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31001333,MORE MOVED IN,389,93,christian,93,,,,,nyanja,90,sena,3,,,father,Matrilineal and patrilocal (chitengwa),,93,,,,,,,3,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
31001647,NEITHER ARRIVALS NOR DEPARTURES,862,90,christian,80,islam,10,,,sena,90,,,,,father,Matrilineal and patrilocal (chitengwa),,90,,,,,,,15,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,no
31001749,NEITHER ARRIVALS NOR DEPARTURES,1326,73,christian,73,,,,,sena,73,,,,,father,Matrilineal and patrilocal (chitengwa),,73,,,,,,,20,farming,,BOTH FLAT AND HILLY,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
31002169,MORE MOVED IN,1300,396,christian,376,islam,20,,,chewa,200,sena,100,nyanja,96,father,Matrilineal and patrilocal (chitengwa),,396,,,,,,,10,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31002245,MORE MOVED IN,890,184,christian,178,islam,6,,,sena,130,nyanja,30,lomwe,24,both,Matrilineal and patrilocal (chitengwa),,160,Patrilineal and neolocal,,24,,,,0,INDUSTRY OR MANUFACTURE,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31002677,MORE MOVED OUT,3540,600,christian,580,islam,20,,,nyanja,500,sena,100,,,father,Matrilineal and patrilocal (chitengwa),,600,,,,,,,15,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
31003100,NEITHER ARRIVALS NOR DEPARTURES,372,76,christian,50,traditional,26,,,other,76,,,,,father,Matrilineal and patrilocal (chitengwa),,76,,,,,,,40,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,1/2,ALMOST ALL,yes
31003226,NEITHER ARRIVALS NOR DEPARTURES,980,120,christian,100,traditional,20,,,other,120,,,,,father,Matrilineal and patrilocal (chitengwa),,120,,,,,,,30,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31003482,NEITHER ARRIVALS NOR DEPARTURES,506,86,christian,86,,,,,nyanja,86,,,,,father,Matrilineal and patrilocal (chitengwa),,86,,,,,,,15,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31003759,NEITHER ARRIVALS NOR DEPARTURES,825,115,christian,100,traditional,15,,,nyanja,90,sena,25,,,father,Matrilineal and patrilocal (chitengwa),,825,,,,,,,25,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31004098,NEITHER ARRIVALS NOR DEPARTURES,180,1750,christian,180,,,,,nyanja,180,,,,,father,Matrilineal and patrilocal (chitengwa),,180,,,,,,,40,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,1/4,1/4,ALMOST ALL,yes
31004312,NEITHER ARRIVALS NOR DEPARTURES,1500,480,christian,480,,,,,nyanja,480,,,,,mother,Matrilineal and matrilocal (chikamwini),,480,,,,,,,20,farming,,BOTH FLAT AND HILLY,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
31005061,NEITHER ARRIVALS NOR DEPARTURES,608,97,christian,97,,,,,nyanja,97,,,,,mother,Matrilineal and matrilocal (chikamwini),,97,,,,,,,15,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31006284,NEITHER ARRIVALS NOR DEPARTURES,868,100,christian,85,traditional,10,islam,5,nyanja,100,,,,,mother,Matrilineal and matrilocal (chikamwini),,100,,,,,,,10,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31006556,MORE MOVED IN,1220,296,christian,250,traditional,46,,,nyanja,296,,,,,mother,Matrilineal and matrilocal (chikamwini),,296,,,,,,,15,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,1/4,3/4,no
31007335,NEITHER ARRIVALS NOR DEPARTURES,650,117,christian,117,,,,,nyanja,117,,,,,father,Matrilineal and patrilocal (chitengwa),,117,,,,,,,6,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31007544,NEITHER ARRIVALS NOR DEPARTURES,986,138,christian,130,islam,8,,,sena,138,,,,,father,Matrilineal and patrilocal (chitengwa),,138,,,,,,,10,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31007549,NEITHER ARRIVALS NOR DEPARTURES,1640,280,christian,275,islam,5,,,nyanja,280,,,,,father,Matrilineal and patrilocal (chitengwa),,280,,,,,,,7,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31007645,ABOUT THE SAME OF BOTH,1405,145,christian,145,,,,,nyanja,145,,,,,father,Matrilineal and patrilocal (chitengwa),,145,,,,,,,20,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31101009,MORE MOVED OUT,450,95,christian,70,traditional,15,islam,10,sena,95,,,,,father,Matrilineal and patrilocal (chitengwa),,95,,,,,,,30,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2,yes
31101399,NEITHER ARRIVALS NOR DEPARTURES,802,70,christian,70,,,,,sena,70,,,,,father,Matrilineal and patrilocal (chitengwa),,70,,,,,,,20,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31102266,NEITHER ARRIVALS NOR DEPARTURES,1986,139,christian,139,,,,,sena,139,,,,,father,Matrilineal and patrilocal (chitengwa),,139,,,,,,,15,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31102591,NEITHER ARRIVALS NOR DEPARTURES,620,80,christian,80,,,,,sena,80,,,,,father,Matrilineal and patrilocal (chitengwa),,80,,,,,,,20,farming,,BOTH FLAT AND HILLY,ALMOST NONE,1/4,1/4,ALMOST ALL,yes
31104086,MORE MOVED IN,1305,135,christian,130,islam,5,,,sena,120,nyanja,15,,,father,Matrilineal and patrilocal (chitengwa),,135,,,,,,,6,farming,,flat,1/4,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31104147,NEITHER ARRIVALS NOR DEPARTURES,350,51,christian,51,,,,,nyanja,51,,,,,mother,Matrilineal and matrilocal (chikamwini),,51,,,,,,,9,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31104361,NEITHER ARRIVALS NOR DEPARTURES,346,82,christian,82,,,,,lomwe,82,,,,,mother,Matrilineal and matrilocal (chikamwini),,82,,,,,,,8,farming,,BOTH FLAT AND HILLY,ALMOST NONE,ALMOST NONE,1/4,3/4,yes
31104496,NEITHER ARRIVALS NOR DEPARTURES,496,105,christian,105,,,,,sena,105,,,,,father,Matrilineal and patrilocal (chitengwa),,105,,,,,,,5,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,3/4,yes
31104691,NEITHER ARRIVALS NOR DEPARTURES,750,101,christian,101,,,,,sena,101,,,,,father,Matrilineal and patrilocal (chitengwa),,101,,,,,,,5,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
31104696,NEITHER ARRIVALS NOR DEPARTURES,925,150,christian,150,,,,,sena,150,,,,,father,Matrilineal and patrilocal (chitengwa),,150,,,,,,,5,farming,,flat,ALMOST NONE,ALMOST NONE,1/4,3/4,yes
31105091,NEITHER ARRIVALS NOR DEPARTURES,1024,17,christian,107,,,,,yao,107,,,,,father,Matrilineal and patrilocal (chitengwa),,107,,,,,,,10,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31105559,ABOUT THE SAME OF BOTH,800,151,christian,151,,,,,nyanja,151,,,,,father,Matrilineal and patrilocal (chitengwa),,151,,,,,,,10,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31105581,ABOUT THE SAME OF BOTH,378,156,christian,155,traditional,1,,,sena,156,,,,,father,Matrilineal and patrilocal (chitengwa),,156,,,,,,,13,farming,,flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31106066,NEITHER ARRIVALS NOR DEPARTURES,530,80,christian,80,,,,,sena,80,,,,,father,Matrilineal and patrilocal (chitengwa),,80,,,,,,,10,farming,,STEEPLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
31106182,MORE MOVED IN,1395,145,christian,145,,,,,nyanja,145,,,,,father,Matrilineal and patrilocal (chitengwa),,145,,,,,,,30,farming,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31106519,NEITHER ARRIVALS NOR DEPARTURES,2305,220,christian,200,islam,20,,,nyanja,220,,,,,father,Matrilineal and patrilocal (chitengwa),,220,,,,,,,50,PLANNED HOUSING,,flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31106574,MORE MOVED IN,1390,390,christian,300,islam,90,,,sena,390,,,,,father,Matrilineal and patrilocal (chitengwa),,390,,,,,,,25,PLANNED HOUSING,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31106682,MORE MOVED IN,454,68,christian,60,islam,8,,,nyanja,68,,,,,father,Matrilineal and patrilocal (chitengwa),,68,,,,,,,3,farming,,MODERATELY SLOPING,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31107406,ABOUT THE SAME OF BOTH,326,88,christian,88,,,,,sena,88,,,,,father,Matrilineal and patrilocal (chitengwa),,88,,,,,,,15,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4,yes
31108265,NEITHER ARRIVALS NOR DEPARTURES,437,61,christian,50,traditional,11,,,nyanja,61,,,,,father,Matrilineal and patrilocal (chitengwa),,61,,,,,,,9,farming,,STEEPLY SLOPING,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
31108703,MORE MOVED IN,640,250,traditional,200,OTHER RELIGION,40,islam,10,sena,240,chewa,10,,,father,Matrilineal and patrilocal (chitengwa),,250,,,,,,,50,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31110462,MORE MOVED IN,128,32,christian,32,,,,,yao,2,,,,,father,Matrilineal and patrilocal (chitengwa),,32,,,,,,,2,farming,,BOTH FLAT AND HILLY,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
31120097,MORE MOVED IN,2750,360,christian,300,islam,60,,,nyanja,200,sena,160,,,father,Matrilineal and patrilocal (chitengwa),,360,,,,,,,50,SQUATTER  SETTLEMENT,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31120218,MORE MOVED IN,975,119,christian,119,,,,,sena,119,,,,,father,Matrilineal and patrilocal (chitengwa),,119,,,,,,,20,SQUATTER  SETTLEMENT,,SLIGHTLY SLOPING,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31201007,MORE MOVED IN,1603,470,christian,250,islam,123,none,97,chewa,400,yao,70,,,mother,Matrilineal and matrilocal (chikamwini),,400,Matrilineal and patrilocal (chitengwa),,70,,,,3,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31201058,MORE MOVED IN,1287,234,christian,215,none,19,,,chewa,180,nyanja,46,lomwe,8,mother,Matrilineal and matrilocal (chikamwini),,196,Matrilineal and patrilocal (chitengwa),,38,,,,5,farming,,SLIGHTLY SLOPING,1/4,ALMOST NONE,1/4,ALMOST ALL,yes
31201104,MORE MOVED IN,1675,335,christian,140,islam,115,none,80,chewa,245,yao,90,,,mother,Matrilineal and matrilocal (chikamwini),,260,Matrilineal and patrilocal (chitengwa),,75,,,,1,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
31201106,MORE MOVED IN,1060,241,christian,170,none,45,islam,26,nyanja,186,yao,45,ngoni,10,mother,Matrilineal and matrilocal (chikamwini),,190,Matrilineal and patrilocal (chitengwa),,51,,,,4,farming,,flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31201197,MORE MOVED IN,1050,209,christian,124,none,84,islam,1,chewa,201,sena,5,yao,3,mother,Matrilineal and matrilocal (chikamwini),,201,Matrilineal and patrilocal (chitengwa),,8,,,,3,farming,,flat,ALMOST NONE,1/2,ALMOST NONE,ALMOST ALL,yes
31201230,MORE MOVED IN,1200,210,christian,160,OTHER RELIGION,40,none,10,chewa,190,ngoni,15,lomwe,5,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),,10,,,,6,farming,,flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL,yes
31201234,MORE MOVED IN,1215,323,christian,230,none,50,islam,43,chewa,277,lomwe,24,sena,22,mother,Matrilineal and patrilocal (chitengwa),,194,Matrilineal and matrilocal (chikamwini),,114,Patrilineal and neolocal,,15,12,farming,,flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL,yes
