case_id,visit,ea_id,ag_b0a,ag_b0c,ag_b0c_os,ag_b01a,ag_b01b,ag_b02,ag_b03a,ag_b03a_os,ag_b03b,ag_b03b_os,ag_b04a,ag_b04b,ag_b04b_os,ag_b04c,ag_b05a,ag_b05b,ag_b06,ag_b07a,ag_b07b,ag_b07b_os,ag_b07c,ag_b08,ag_b09a,ag_b09b,ag_b10,ag_b11a,ag_b11b,ag_b11b_os,ag_b11c,ag_b12a,ag_b12b,ag_b12b_os,ag_b12c,ag_b13a,ag_b13b,ag_b13b_os,ag_b13c,ag_b14a,ag_b14b,ag_b14b_os,ag_b14c,ag_b15a,ag_b15b,ag_b15b_os,ag_b15c,ag_b16a,ag_b16b,ag_b16b_os,ag_b16c,ag_b16d,ag_b17a,ag_b17a_os,ag_b17b,ag_b17b_os,ag_b18,ag_b19,ag_b19_os,ag_b20a,ag_b20b,ag_b20b_os,ag_b20c,ag_b21a,ag_b21a_os,ag_b21b,ag_b21b_os,ag_b22a,ag_b22a_os,ag_b22b,ag_b22b_os,ag_b23,ag_b24a,ag_b24b,ag_b24b_os,ag_b24c,ag_b25a,ag_b25b,ag_b25b_os,ag_b25c,ag_b26,ag_b27a,ag_b27b,ag_b27b_os,ag_b27c,ag_b28a,ag_b28b,ag_b28b_os,ag_b28c,ag_b29a,ag_b29b,ag_b29b_os,ag_b29c
312015160248,1,31201516,Yes,tomato,,.5,Acre,Yes,Diseases,,,,24,Basket (dengu),,Not applicable,May,July,Yes,24,Basket (Dengu),,Not Applicable,30000,1,,0,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,Not Applicable,10,Basket (Dengu),,Not Applicable,0,Insects,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
312015160262,1,31201516,Yes,MAIZE LOCAL,,1,Acre,Yes,Lack of hired labor,,,,2,Ox-cart,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,15,Kilogram,,S: Shelled,8,Basket (Dengu),,U: Unshelled,0,Rodents/Pests,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,2,50 kg Bag,,S: Shelled,Yes,1,50 kg Bag,,S: Shelled,0,,,,0,,,
312015160262,1,31201516,Yes,tomato,,1,Acre,No,,,,,34,Basket (dengu),,Not applicable,June,July,Yes,34,Basket (Dengu),,Not Applicable,38000,1,,0,0,,,,0,,,,0,,,,0,,,,2,Other (specify),,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
312015160291,1,31201516,Yes,MAIZE LOCAL,,.5,Acre,Yes,Other (Specify),NOT ENOUGH FERTILIZER,,,6,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312015160291,1,31201516,Yes,MAIZE HYBRID,,.5,Acre,Yes,Other (Specify),LACK OF HOUSEHOLD LABOUR,,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,300,Other (specify),,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312011040010,1,31201104,Yes,MAIZE LOCAL,,.1,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,25,50 kg Bag,,S: Shelled,3,50 kg Bag,,S: Shelled,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
312011040023,1,31201104,Yes,MAIZE LOCAL,,.5,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,8,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,1,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,Yes,1,50 kg Bag,,S: Shelled,,,,,,,,
312011040023,1,31201104,Yes,nkhwani,,.5,Acre,No,,,,,2,Basket (dengu),,Not applicable,January,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
312011040036,1,31201104,Yes,MAIZE LOCAL,,.5,Acre,Yes,Rains,,,,6,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312011040036,1,31201104,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,1,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
312011040061,1,31201104,Yes,MAIZE HYBRID,,2,Acre,Yes,Lack of hired labor,,Other (Specify),LACK OF HOUSEHOLD LABOUR,23,50 kg bag,,Shelled,April,April,No,,,,,,,,,5,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,2,50 kg Bag,,S: Shelled,,Rodents/Pests,,Theft,,Yes,Bags in house,,2,50 kg Bag,,S: Shelled,Other (Specify),DUSTING,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312011040061,1,31201104,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,2,50 kg bag,,Shelled,March,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
312011040061,1,31201104,Yes,nkhwani,,.5,Acre,No,,,,,15,No 12 plate,,Not applicable,February,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
312011040074,1,31201104,Yes,MAIZE LOCAL,,.5,Acre,Yes,Lack of hired labor,,,,1,Ox-cart,,Unshelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,Kilogram,,S: Shelled,1,Basket (Dengu),,S: Shelled,,Rodents/Pests,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,2,50 kg Bag,,S: Shelled,Yes,1,50 kg Bag,,S: Shelled,,,,,,,,
312011040074,1,31201104,Yes,nkhwani,,.5,Acre,No,,,,,3,Other (specify),LICHELO,Not applicable,February,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Other (specify),,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
312011040086,1,31201104,Yes,MAIZE LOCAL,,.5,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,1.5,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,1,50 kg Bag,,S: Shelled,Yes,0,,,,,,,,,,,
312011040112,1,31201104,Yes,MAIZE LOCAL,,1,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,9,Kilogram,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,Yes,6,50 kg Bag,,S: Shelled,0,,,,Yes,0,,,,,,,,,,,
312011040124,1,31201104,Yes,MAIZE LOCAL,,.5,Acre,No,,,,,8,50 kg bag,,Shelled,March,March,No,,,,,,,,,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,15,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312011040124,1,31201104,Yes,MAIZE HYBRID,,1,Acre,No,,,,,19,50 kg bag,,Shelled,March,March,No,,,,,,,,,3,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312011040124,1,31201104,Yes,GROUNDNUT MANIPINTA,,.25,Acre,Yes,Rains,,,,1,50 kg bag,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,U: Unshelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
312011040137,1,31201104,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312011040162,1,31201104,Yes,MAIZE HYBRID,,.5,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,2,50 kg Bag,,S: Shelled,Yes,1,50 kg Bag,,S: Shelled,,,,,,,,
312011040162,1,31201104,Yes,GROUNDNUT CHALIMBANA,,.5,Acre,No,,,,,25,Kilogram,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
312011040175,1,31201104,Yes,SWEET POTATO,,.5,Acre,No,,,,,1,50 kg bag,,Not applicable,June,June,Yes,1,50 kg Bag,,Not Applicable,1500,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Other (Specify),DOES NOT USUALLY STORE,,,No,,,,,,,,,,,,,,,,,,,,,
312011040188,1,31201104,Yes,MAIZE LOCAL,,2,Acre,No,,,,,10,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,1,50 kg Bag,,S: Shelled,,,,,,,,
312011040188,1,31201104,Yes,MAIZE HYBRID RECYCLED,,.5,Acre,No,,,,,4,50 kg bag,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312011040213,1,31201104,Yes,MAIZE LOCAL,,1,Hectare,Yes,Rains,,,,6,50 kg bag,,Shelled,April,April,No,,,,,,,,,12,Kilogram,,S: Shelled,0,,,,0,,,,0,,,,15,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,2,50 kg Bag,,S: Shelled,3,50 kg Bag,,S: Shelled,Yes,3,50 kg Bag,,S: Shelled,,,,,,,,
312011040213,1,31201104,Yes,SWEET POTATO,,.5,Hectare,Yes,Rains,,,,1,50 kg bag,,Not applicable,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
312011040213,1,31201104,Yes,PIGEONPEA(NANDOLO),,1,Hectare,Yes,Rains,,,,12,Kilogram,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
312011040226,1,31201104,Yes,MAIZE LOCAL,,2,Acre,No,,,,,8,50 kg bag,,Shelled,April,May,No,,,,,,,,,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312011040226,1,31201104,Yes,MAIZE HYBRID,,.5,Acre,Yes,Rains,,Insects,,1,90 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,50 kg Bag,,S: Shelled,6,Kilogram,,S: Shelled,,Insects,,Rodents/Pests,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312011040226,1,31201104,Yes,GROUNDNUT CHALIMBANA,,1,Acre,No,,,,,2,Pail (large),,Unshelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,No 12 Plate,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
312011040226,1,31201104,Yes,sorghum,,1,Acre,Yes,Insects,,,,25,Kilogram,,Not applicable,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,No 12 Plate,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
312011040226,1,31201104,Yes,PIGEONPEA(NANDOLO),,.15000001,Acre,Yes,Insects,,,,25,Kilogram,,Shelled,August,August,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,No 12 Plate,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
312011040238,1,31201104,Yes,MAIZE LOCAL,,2,Acre,Yes,Lack of hired labor,,,,1,Ox-cart,,Unshelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,50 kg Bag,,S: Shelled,,Rodents/Pests,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
312011040264,1,31201104,Yes,MAIZE LOCAL,,1,Acre,Yes,Other (Specify),LACK OF HOUSEHOLD LABOUR,,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Other (specify),,S: Shelled,1,50 kg Bag,,S: Shelled,,Rodents/Pests,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
312011040264,1,31201104,Yes,nkhwani,,.5,Acre,No,,,,,6,Basket (dengu),,Not applicable,February,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Other (specify),,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
312011970008,1,31201197,Yes,MAIZE LOCAL,,.25,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,2,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,6,50 kg Bag,,S: Shelled,Yes,0,,,,,,,,,,,
312011970022,1,31201197,Yes,MAIZE LOCAL,,1,Acre,Yes,Drought,,,,1,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,1,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,No,,,,,1,50 kg Bag,,S: Shelled,0,,,
312011970028,1,31201197,Yes,MAIZE HYBRID,,.5,Acre,No,,,,,62,50 kg bag,,Shelled,May,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,2,50 kg Bag,,S: Shelled,,Rodents/Pests,,,,Yes,Bags in house,,19,50 kg Bag,,S: Shelled,Magic (Kutsirika),,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
312011970030,1,31201197,Yes,MAIZE LOCAL,,1,Acre,Yes,Drought,,,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,1,50 kg Bag,,S: Shelled,4,50 kg Bag,,S: Shelled,No,,,,,1,50 kg Bag,,S: Shelled,0,,,
312011970030,1,31201197,Yes,pea,,1,Acre,Yes,Drought,,,,.5,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
312011970037,1,31201197,Yes,MAIZE LOCAL,,1,Acre,Yes,Rains,,Other (Specify),LATE CULTIVATION,30,50 kg bag,,Shelled,April,April,Yes,10,50 kg Bag,,S: Shelled,32000,1,,0,6,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,30,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,,Rodents/Pests,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
312011970037,1,31201197,Yes,sorghum,,1,Acre,No,,,,,1,50 kg bag,,Not applicable,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,50 kg Bag,,Not Applicable,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
312011970057,1,31201197,Yes,MAIZE HYBRID,,2,Acre,Yes,Other (Specify),LACK OF FERTILIZER,,,27,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,U: Unshelled,,Rodents/Pests,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,5,50 kg Bag,,S: Shelled,No,,,,,1,50 kg Bag,,S: Shelled,0,,,
312011970057,1,31201197,Yes,cotton,,2,Acre,No,,,,,15,Bale,,Not applicable,June,June,Yes,15,Bale,,Not Applicable,78000,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,2,Bale,,Not Applicable,,Lack of transportation,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
312011970066,1,31201197,Yes,MAIZE HYBRID,,.30000001,Acre,Yes,Other (Specify),LACK OF FARM INPUTS,,,88,50 kg bag,,Shelled,May,June,Yes,8,50 kg Bag,,S: Shelled,16000,1,,0,0,,,,0,,,,0,,,,0,,,,30,Kilogram,,S: Shelled,0,,,,,,,,,Yes,Bags in house,,12,50 kg Bag,,S: Shelled,Spraying,,,,Food for household,,,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
312011970081,1,31201197,Yes,MAIZE LOCAL,,.5,Acre,Yes,Drought,,,,2,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,1,50 kg Bag,,S: Shelled,3,50 kg Bag,,S: Shelled,Yes,3,50 kg Bag,,S: Shelled,,,,,,,,
312011970081,1,31201197,Yes,cotton,,.5,Acre,Yes,Drought,,,,2,Bale,,Not applicable,May,June,Yes,2,Bale,,Not Applicable,6500,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
312011970088,1,31201197,Yes,MAIZE LOCAL,,.5,Acre,Yes,Drought,,,,4,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,2,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,No,,,,,0,,,,0,,,
312011970088,1,31201197,Yes,cotton,,.5,Acre,Yes,Drought,,,,9,Bale,,Not applicable,September,October,Yes,9,Bale,,Not Applicable,9500,1,,100,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
312011970095,1,31201197,Yes,MAIZE HYBRID,,.40000001,Acre,No,,,,,6,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,2,50 kg Bag,,S: Shelled,0,,,,No,,,,,1,50 kg Bag,,S: Shelled,0,,,
312011970110,1,31201197,Yes,MAIZE HYBRID,,.5,Acre,Yes,Lack of hired labor,,Drought,,3,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,1,50 kg Bag,,S: Shelled,No,,,,,2,50 kg Bag,,S: Shelled,0,,,
312011970117,1,31201197,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312011970124,1,31201197,Yes,MAIZE LOCAL,,.5,Acre,Yes,Drought,,,,1,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,2,50 kg Bag,,S: Shelled,2,50 kg Bag,,S: Shelled,Yes,1,50 kg Bag,,S: Shelled,,,,,,,,
312011970124,1,31201197,Yes,cotton,,.5,Acre,Yes,Drought,,,,214,50 kg bag,,Not applicable,May,May,Yes,214,50 kg Bag,,Not Applicable,5350,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
312011970139,1,31201197,Yes,MAIZE HYBRID,,.25,Acre,Yes,Drought,,,,1,50 kg bag,,Shelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,8,50 kg Bag,,S: Shelled,0,,,,Yes,0,,,,,,,,,,,
312011970146,1,31201197,Yes,MAIZE LOCAL,,2,Acre,Yes,Drought,,,,2,50 kg bag,,Shelled,July,July,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,5,50 kg Bag,,S: Shelled,0,,,,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
312046180076,1,31204618,Yes,MAIZE HYBRID,,.5,Acre,Yes,Other (Specify),ILLNESS,,,6,50 kg bag,,Shelled,May,May,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,Yes,0,,,,0,,,,Yes,2,50 kg Bag,,S: Shelled,,,,,,,,
312046180076,1,31204618,Yes,PIGEONPEA(NANDOLO),,.5,Acre,No,,,,,25,Kilogram,,Shelled,June,June,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,,,No,,,,,,,,,,,,,,,,,,,,,
312046180076,1,31204618,Yes,cotton,,.5,Acre,Yes,Other (Specify),ILLNESS,,,1,Bale,,Not applicable,June,June,Yes,1,Bale,,Not Applicable,1800,1,2,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,Wait for the arrival of buyer,,,,No,,,,,,,,,,,,,,,,,,,,,
312046180082,1,31204618,Yes,MAIZE HYBRID,,1.5,Acre,Yes,Rains,,,,1,Ox-cart,,Unshelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,,Rotting,,,,No,,,,,,,,,,,Food for household,,,,Yes,3,50 kg Bag,,S: Shelled,0,,,,Yes,3,50 kg Bag,,S: Shelled,,,,,,,,
312046180082,1,31204618,Yes,cotton,,1,Acre,No,,,,,1,Bale,,Not applicable,May,June,Yes,2,Bale,,Not Applicable,6830,1,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
312046180090,1,31204618,Yes,MAIZE LOCAL,,2,Acre,Yes,Drought,,Lack of hired labor,,25,50 kg bag,,Shelled,April,April,Yes,2,50 kg Bag,,S: Shelled,5000,1,,0,1,50 kg Bag,,S: Shelled,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,1,50 kg Bag,,S: Shelled,,Rodents/Pests,,,,Yes,Traditional Nkhokwe,,5,50 kg Bag,,S: Shelled,Did Nothing,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,No,,,,,0,,,,0,,,
312046180090,1,31204618,Yes,GROUNDNUT CHALIMBANA,,2,Acre,Yes,Drought,,,,5,50 kg bag,,Shelled,May,May,Yes,1,50 kg Bag,,S: Shelled,1200,1,2,0,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
312046180100,1,31204618,Yes,MAIZE LOCAL,,2,Acre,Yes,Other (Specify),LACK OF HOUSEHOLD LABOUR,,,25,50 kg bag,,Shelled,April,April,Yes,10,50 kg Bag,,S: Shelled,25000,1,,0,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,2,50 kg Bag,,S: Shelled,,Rodents/Pests,,,,Yes,Traditional Nkhokwe,,1,50 kg Bag,,S: Shelled,Did Nothing,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312046180100,1,31204618,Yes,cotton,,1,Acre,No,,,,,3,Bale,,Not applicable,May,May,Yes,3,Bale,,Not Applicable,16000,1,,500,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,No,,,,,,,,,,,To sell at a higher price,,,,No,,,,,,,,,,,,,,,,,,,,,
312046180102,1,31204618,Yes,MAIZE LOCAL,,2,Acre,No,,,,,4,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,5,50 kg Bag,,S: Shelled,,Theft,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312046180102,1,31204618,Yes,MAIZE HYBRID,,.5,Acre,Yes,Lack of hired labor,,Rains,,4,50 kg bag,,Shelled,March,March,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,25,Kilogram,,S: Shelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,Yes,0,,,,0,,,,Yes,0,,,,,,,,,,,
312046180102,1,31204618,Yes,GROUNDNUT CHALIMBANA,,.25,Acre,No,,,,,5,50 kg bag,,Unshelled,April,April,No,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 kg Bag,,U: Unshelled,0,,,,,,,,,No,,,,,,,,,,,Food for household,,Seed for planting,,No,,,,,,,,,,,,,,,,,,,,,
