case_id,visit,ea_id,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n15a,hh_n15b,hh_n16a,hh_n16a_os,hh_n16b,hh_n16b_os,hh_n17,hh_n18,hh_n19,hh_n20a,hh_n20b,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_os,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26a_os,hh_n26b,hh_n26b_os,hh_n27,hh_n28,hh_n29a,hh_n29a_os,hh_n29b,hh_n29b_os,hh_n30a1,hh_n30a2,hh_n30a3,hh_n30a4,hh_n30b1,hh_n30b2,hh_n30b3,hh_n30b4,hh_n30c1,hh_n30c2,hh_n30c3,hh_n30c4,hh_n30d1,hh_n30d2,hh_n30d3,hh_n30d4,hh_n31a1,hh_n31a2,hh_n31a3,hh_n31a4,hh_n31b1,hh_n31b2,hh_n31b3,hh_n31b4,hh_n31c1,hh_n31c2,hh_n31c3,hh_n31c4,hh_n32,hh_n33,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h
314340990397,1,31434099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200007,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200021,2,31435120,1,SELLING MAIZE,62,1,,2,1,,0,0,,3,2001,Own-savings from agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,average,average,high,high,high,high,low,low,low,low,average,average,,,,,,,,,,,,Yes,,,,,,1,7,10,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,12000,Average sales,,,5000,15000,,,3500,9500,9500,300,0,0,0,0,0
314351200034,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200047,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200074,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200087,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200114,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200127,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200141,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200167,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200181,2,31435120,1,SELLING FRUITS,62,1,,2,1,,0,0,,9,2003,Gift from family/friends,,,,Roadside,,,Final consumers,,No,No,No,No,No,,,,,,,,,low,low,high,high,high,average,average,average,low,low,low,low,,,,,,,,,,,,Yes,,,,,,1,26,224,1,2,24,160,1,,,,,,,,,0,,,,0,,,,0,,,,45000,Low sales,65000,80000,,,,,15000,30000,30000,0,0,0,0,0,0
314351200221,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200234,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200247,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351200274,2,31435120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351490003,1,31435149,1,SELLING KAUNJIKA,62,4,,4,4,,0,0,,6,2008,Loan from money lender,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,,,,,,,low,low,low,average,average,average,high,high,high,high,high,low,,,,,,,,,,,Yes,,,,,,4,20,140,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,Low sales,8000,12000,,,,,700,5200,5200,100,0,0,0,0,0
314351490015,1,31435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351490026,1,31435149,1,BUTCHERY,31,1,,2,1,,0,0,,8,2006,Other (specify),SAVINGS FROM WORK,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,high,high,high,low,low,high,high,high,high,high,high,high,,,,,,,,,,,Yes,,,,,,1,12,60,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,50000,High sales,,,,,24000,32000,20000,30000,30000,0,0,0,0,0,0
314351490038,1,31435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351490061,1,31435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351490074,1,31435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351490084,1,31435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351490096,1,31435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351490107,1,31435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351490119,1,31435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351490131,1,31435149,1,SELLING KAUNJIKA,62,2,,2,2,,0,0,,9,2010,Gift from family/friends,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,average,,,,,,,Lack of cash,,,,Yes,,,,,,2,22,132,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,57300,Average sales,,,,68000,,,9300,45000,45000,3000,0,0,0,0,0
314351490142,1,31435149,1,THATCH GRASS SELLS,62,1,,,1,,0,0,,10,1980,Other (specify),REQUIRED NO START UP CAPITAL,,,Mobile,,,Final consumers,,No,No,No,No,Yes,Forest/wild park reserve,,,,,,,,high,high,high,high,low,low,low,low,average,average,average,high,high,,,,,,,,,,,Yes,,,,,,1,15,60,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,High sales,,,,,,,3000,0,0,0,0,0,0,0,0
314351490165,1,31435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351490177,1,31435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314351490188,1,31435149,1,KAUNJIKA,62,1,,1,1,,0,0,,10,2000,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,average,low,low,low,low,high,high,high,high,average,average,average,,,,,,,,,,,Yes,,,,,,1,26,84,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,32000,Average sales,,,75000,20000,,,30000,50000,15000,0,0,0,0,0,0
314351490200,1,31435149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314354230008,1,31435423,1,OWNED A SHOP,62,1,,2,1,2,0,0,,6,2008,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,,low,low,low,average,average,average,average,average,high,high,low,low,,,,,,Yes,,,,,,1,6,10,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,Low sales,16000,22000,,,,,3000,0,12000,200,0,0,0,0,0
314354230025,1,31435423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314354230041,1,31435423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314354230057,1,31435423,1,KAUNJIKA,62,2,,2,2,,0,0,,3,2003,Loan from money lender,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,,low,low,high,high,high,high,average,average,low,low,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,Lack of credit,,,,No,Yes,,,,,2,24,64,10,,,,,,,,,,,,,0,,,,0,,,,0,,,,25000,Low sales,35000,50000,,,,,15000,20000,5000,0,0,0,0,0,0
314354230074,1,31435423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314354230106,1,31435423,1,DUBAI CLOTHING,62,2,,2,2,,0,0,,3,2009,Loan from money lender,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,high,high,high,high,high,high,high,high,high,average,average,high,low,low,,,,,,Yes,,,,,,2,24,144,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,52000,Low sales,80000,150000,,,,,30000,0,20000,0,0,0,0,0,0
314354230106,1,31435423,2,WELDING SHOP,38,1,,2,1,,0,0,,3,1980,Gift from family/friends,,,,Other fixed place,Yes,ESCOM/Grid,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,average,high,high,high,high,high,high,high,low,low,low,average,low,low,,,,,,Yes,,,,,,1,24,192,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,Low sales,70000,200000,,,,,20000,30000,10000,0,0,2500,0,0,0
314354230122,1,31435423,1,ASSORTED ITEMS,62,1,,1,1,,0,0,,3,2008,Gift from family/friends,,,,Home (outside residence),,,Final consumers,,No,No,No,Yes,No,,,,,,,,,,,,,,,low,low,low,low,average,average,average,high,high,high,high,high,,,,,,Yes,,,,,,1,28,140,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,45000,High sales,,,,,15000,28000,20000,15000,8000,2000,0,0,0,0,0
314354230139,1,31435423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314354230155,1,31435423,1,KAUNJIKA,62,1,,2,2,,0,0,,9,2010,Own-savings from non-agriculture,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,low,low,high,high,average,average,,Lack of credit,,,,Yes,,,,,,2,6,64,6,,,,,,,,,,,,,0,,,,0,,,,0,,,,111000,Average sales,,,61000,180000,,,33000,129000,2000,0,0,0,0,0,0
314354230186,1,31435423,1,CHARCOAL SELLER,62,2,3,1,1,,0,0,,3,2011,Own-savings from non-agriculture,,,,Home (inside residence),,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,Other (Specify),NO NEED BECAUSE HOUSEHOLD WAS WORKING,,,No,Yes,,,,,2,7,12,1,3,7,12,1,,,,,,,,,0,,,,0,,,,0,,,,5600,High sales,,,,,0,0,3000,2600,0,0,0,0,0,0,0
314354230204,1,31435423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314354230220,1,31435423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314354230236,1,31435423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314354230285,1,31435423,1,CHARCOAL,62,2,,2,1,,0,0,,2,2011,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,,,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,high,,Other (Specify),BUSINESS JUST STARTED,,,Yes,,,,,,2,24,84,1,,,,,,,,,,,,,0,,,,0,,,,0,,,,1500,High sales,,,,,0,0,500,1000,0,0,0,0,0,0,0
314354230302,1,31435423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314354230334,1,31435423,1,SELLING ASSORTED FOOD,62,2,4,3,2,,0,0,,3,2010,Gift from family/friends,,,,Home (inside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,,high,average,low,low,low,low,average,average,average,high,high,high,,,,,,Yes,,,,,,2,7,12,12,4,7,12,12,,,,,,,,,0,,,,0,,,,0,,,,20000,High sales,,,,,10000,15000,14300,4000,1000,700,0,0,0,0,0
314357530023,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314357530038,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314357530066,1,31435753,1,FIREWOOD SELLER,62,1,,2,1,,0,0,,2,2010,Other (specify),SAVINGS FROM WORK,,,Traditional market place,,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,,,,,,,,average,average,NONE:NOT IN OPERATION,high,high,,,,,,,,,,Other (Specify),WENT TO THE VILLAGE,,,Yes,,,,,,1,30,270,5,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,High sales,,,,,500,700,1000,1000,1000,0,0,0,0,0,0
314357530079,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314357530090,1,31435753,1,SELLING FIREWOOD,62,1,,2,1,,0,0,Almost all,6,2000,Other (specify),,Other (specify),,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Forest/wild park reserve,,,,,,average,average,low,low,high,high,high,high,high,low,low,high,,,,,,,,,,,,,,Yes,,,,,,1,10,50,1,2,10,120,1,,,,,,,,,0,,,,0,,,,0,,,,5000,High sales,,,,,2500,3000,4500,500,500,0,0,0,0,0,0
314357530102,1,31435753,1,BAKER,31,2,,2,2,,0,,,2,2002,Other (specify),SAVINGS FROM WORK,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,low,high,high,high,low,low,high,high,high,low,low,low,low,,,,,,,,,,,,,,Yes,,,,,,2,30,120,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,Low sales,,5000,,,,,2000,19200,0,500,1480,0,0,0,0
314357530137,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314357530154,1,31435753,1,RICE SELLER,62,2,,2,2,,0,0,,7,1998,Non-agricultural credit from bank or other institution,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,average,average,average,average,low,low,low,low,low,high,high,high,,,,,,,,,,,,,,Yes,,,,,,1,30,180,12,5,30,180,12,,,,,,,,,0,,,,0,,,,0,,,,10000,High sales,,,,,5000,6000,1000,5000,5000,400,0,0,0,0,100
314357530159,1,31435753,1,SELLING GROCERIES,62,1,,1,1,,0,0,Almost all,4,2010,Non-agricultural credit from bank or other institution,,Other (specify),,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,NONE:NOT IN OPERATION,low,high,average,,,,,,,,,,Lack of credit,,,,Yes,,,,,,1,13,65,1,2,30,270,1,,,,,,,,,0,,,,0,,,,0,,,,30000,Average sales,,,12000,46000,,,3000,26100,26100,900,0,0,0,0,0
314357530159,1,31435753,2,SELLING CHARCOAL,62,1,,1,1,,0,0,Almost all,4,1997,Own-savings from non-agriculture,,Other (specify),,Home (outside residence),,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,high,low,low,low,average,high,high,high,average,average,high,high,,,,,,,,,,,,,,Yes,,,,,,1,13,65,1,2,30,270,1,,,,,,,,,0,,,,0,,,,0,,,,3400,High sales,,,,,2000,2800,600,2800,2800,0,0,0,0,0,0
314357530178,1,31435753,1,SELLS BUNS,62,1,,2,1,,0,0,,9,2008,Other (specify),COMMISSION  (NONE),,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,low,low,average,average,average,average,low,low,,,low,low,,,,,,,,,,,,,,Yes,,,,,,1,22,220,10,,,,,,,,,,,,,0,,,,0,,,,0,,,,22500,Low sales,60000,80000,,,,,4500,18000,18000,0,0,0,0,0,0
314357530200,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314357530227,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314357530242,1,31435753,1,SELLS HAND BAGS,62,1,,2,1,,0,0,,3,2003,Proceeds from another business,,,,Commercial area shop,Yes,ESCOM/Grid,Final consumers,,No,No,No,No,No,,,,,,,low,average,low,low,low,low,low,average,low,low,low,low,,,,,,,,,,,,,,Yes,,,,,,1,26,286,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,Low sales,18000,60000,,,,,2000,4000,4000,0,0,0,0,0,0
314357530281,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314357530283,1,31435753,1,CHARCOAL SELLER,62,2,,2,2,,0,,,5,2008,Loan from family/friends,,,,Traditional market place,,,Final consumers,,No,No,No,No,Yes,Purchased from someone else,,,,,,high,high,low,low,low,low,low,average,high,high,high,high,,,,,,,,,,,,,,Yes,,,,,,2,30,120,12,5,30,120,12,,,,,,,,,0,,,,0,,,,0,,,,2000,High sales,,,,,500,100,800,2000,2000,150,0,0,0,0,0
314357530292,1,31435753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314360630033,1,31436063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314360630052,1,31436063,1,KACHASO BREWING,62,2,3,3,1,3,0,0,,2,1988,Own-savings from non-agriculture,,,,Home (outside residence),,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,low,low,average,high,high,high,average,average,average,average,average,high,,,,,,,,Yes,,,,,,3,7,8,12,2,7,8,12,,,,,,,,,0,,,,0,,,,0,,,,2000,High sales,,,,,1000,1500,1000,1000,0,0,0,0,0,0,0
314360630071,1,31436063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314360630091,1,31436063,1,MAKING SAUSAGES,62,1,,1,1,,0,0,,8,2000,Own-savings from non-agriculture,,,,Mobile,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,low,low,average,average,average,average,high,high,high,high,high,high,,,,,,,,Yes,,,,,,1,7,3,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,High sales,,,,,15000,17000,32000,4000,0,300,0,0,0,0,0
314360630130,1,31436063,1,KAUNJIKA,62,2,,2,2,,0,0,,3,2010,Gift from family/friends,,,,Traditional market place,,,Final consumers,,No,No,No,No,No,,,,,,,,,,,,,,,,low,low,average,high,high,high,average,low,low,,,,,,,,Yes,,,,,,2,24,120,10,,,,,,,,,,,,,0,,,,0,,,,0,,,,16000,Low sales,9000,18000,,,,,6000,10000,6000,4000,0,0,0,0,4000
314360630149,1,31436063,1,MINIBUS BUSINESS,71,1,,1,1,,2,2,Almost all,8,2009,Proceeds from another business,,,,Mobile,,,Final consumers,,No,Yes,No,No,No,,,,,,,,,,,,,average,average,average,low,low,high,high,high,high,high,high,high,,,,,,,,Yes,,,,,,3,5,70,12,,,,,,,,,,,,,2,24,14,16500,0,,,,0,,,,120000,High sales,,,,,60000,90000,93000,27000,0,0,0,0,0,0,0
314360630169,1,31436063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314360630188,1,31436063,1,MAIZE SELLER,62,1,1,2,1,,0,0,,2,2002,Own-savings from agriculture,,,,Traditional market place,,,Final consumers,Traders,No,No,No,No,No,,,,,,,,,,,,,low,high,high,low,low,low,low,average,average,average,average,low,,,,,,,,Yes,,,,,,1,6,10,12,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,Low sales,15000,22000,,,,,3000,12000,0,2000,0,0,0,0,0
314360630227,1,31436063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314360630246,1,31436063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314360630266,1,31436063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314360630285,1,31436063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314360630324,1,31436063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
